run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,out_of_plane_width,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,pH,pH_ref,E1_eq_pH_slope_V_per_pH,E2_eq_pH_slope_V_per_pH,it0_1_pH_order,it0_2_pH_order,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,dh_warn_threshold,dh_violation_action,do_ofat,do_heatmaps,do_sensitivities,ofat_n,ofat_L_gap_n,heatmap_nx,heatmap_ny,scan_mode,heatmap_mode,sensitivity_mode,ofat_pH_min,ofat_pH_max,ofat_C_tot_min,ofat_C_tot_max,heatmap_C_tot_min,heatmap_C_tot_max,heatmap_L_min,heatmap_L_max,heatmap_Cdl_C_min,heatmap_Cdl_C_max,heatmap_pzc_C_offsets,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,i_mix_norm_A_per_m2,i_mix_phys_A_per_m,i_mix_abs_A,i_mix_avg_A_per_m2,residual,residual_norm_A_per_m2,residual_phys_A_per_m,residual_abs_A,residual_avg_A_per_m2,converged,method,iterations,out_of_plane_width_m,reactive_length_m,reactive_area_m2,a1,b1,a2,b2,max_abs_phi_tilde,debye_huckel_ok,delta_pH,E1_eq_eff,E2_eq_eff,it0_1_eff,it0_2_eff,use_edl_case,C_tot_M,phi2_1_meanV,phi2_2_meanV,scan_param,scan_value,scan_value_M,Cdl_Au_uF_per_cm2,Cdl_Pd_uF_per_cm2,L_Au_nm,L_Pd_len_nm,pzc_Au_V,pzc_Pd_V
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,3.5495366597555754e-07,1e-08,7.506356125108705e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4099128914728392,4.313489505163194,4.313489505163194,1.3118261447192503e-08,1.3118261447192503e-08,0.030506362574814712,5.205613717862434e-12,5.205613717862434e-12,1.5831405562079284e-20,1.5831405562079284e-20,3.681574727641131e-14,True,brentq,16,1.0,4.3001722722664456e-07,4.3001722722664456e-07,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,354.95366597555756,75.06356125108705,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,4.5986329782677026e-07,1e-08,7.506356125108705e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4125254889427948,2.210596764625462,2.210596764625462,6.722906425983651e-09,6.722906425983651e-09,0.012567898418062325,1.368638535836908e-11,1.368638535836908e-11,4.162327998786226e-20,4.162327998786226e-20,7.78111610615613e-14,True,brentq,20,1.0,5.349268590778573e-07,5.349268590778573e-07,0.5012627555870477,-0.2570571947070715,0.6196872122746485,-0.22991804326923568,2.089086032156315,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,459.86329782677024,75.06356125108705,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,4.5986329782677026e-07,1e-08,7.506356125108705e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4022701400361169,4.81565450712736,4.81565450712736,1.4645454634404545e-08,1.4645454634404545e-08,0.027378424518917144,4.576161671820955e-11,4.576161671820955e-11,1.3917104739379131e-19,1.3917104739379131e-19,2.601683670057317e-13,True,brentq,16,1.0,5.349268590778573e-07,5.349268590778573e-07,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,459.86329782677024,75.06356125108705,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,5.957798804722744e-07,1e-08,7.506356125108705e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.40811108217386444,2.516263361095257,2.516263361095257,7.652505147242753e-09,7.652505147242753e-09,0.011407289199375448,1.5485390747471683e-11,1.5485390747471683e-11,4.709444735964039e-20,4.709444735964039e-20,7.020184506634996e-14,True,brentq,20,1.0,6.708434417233614e-07,6.708434417233614e-07,0.5012500880288834,-0.25706877872745504,0.6191236628332308,-0.22963749247582643,2.184641384551629,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,595.7798804722744,75.06356125108705,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,5.957798804722744e-07,1e-08,7.506356125108705e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.3946273886003287,5.376280226178636,5.376280226178636,1.635043960022671e-08,1.635043960022671e-08,0.02437295885046337,2.658770981156522e-10,2.658770981156522e-10,8.085901870694413e-19,8.085901870694413e-19,1.2053336691974148e-12,True,brentq,16,1.0,6.708434417233614e-07,6.708434417233614e-07,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,595.7798804722744,75.06356125108705,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.718677869119009e-07,1e-08,7.506356125108705e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.40367545620321776,2.8627612570920484,2.8627612570920484,8.706280747055197e-09,8.706280747055197e-09,0.01027979512854177,1.375566327510569e-11,1.375566327510569e-11,4.1833969227555516e-20,4.1833969227555516e-20,4.9394758286246327e-14,True,brentq,20,1.0,8.469313481629879e-07,8.469313481629879e-07,0.5012170493558175,-0.25706831916992773,0.6181460421597451,-0.22914127589665992,2.292093579065128,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,771.8677869119009,75.06356125108705,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.718677869119009e-07,1e-08,7.506356125108705e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.38698463716693887,6.002172504063492,6.002172504063492,1.8253914392328183e-08,1.8253914392328183e-08,0.021553003595771145,1.0243468295811908e-09,1.0243468295811908e-09,3.115261902680905e-18,3.115261902680905e-18,3.678293299023556e-12,True,brentq,16,1.0,8.469313481629879e-07,8.469313481629879e-07,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,771.8677869119009,75.06356125108705,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1e-06,1e-08,7.506356125108705e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.39923968090433726,3.257644828860128,3.257644828860128,9.907207729595494e-09,9.907207729595494e-09,0.00921546231002951,7.904787935331115e-14,7.904787935331115e-14,2.404018247782044e-22,2.404018247782044e-22,2.2361638273595735e-16,True,brentq,19,1.0,1.075063561251087e-06,1.075063561251087e-06,0.501205672545095,-0.2570700622425529,0.6172033087555197,-0.2286745415818712,2.418629068447574,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,1000.0,75.06356125108705,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1e-06,1e-08,7.506356125108705e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.37934188573649524,6.700929500508766,6.700929500508766,2.0378986669993842e-08,2.0378986669993842e-08,0.01895607609123887,2.624658712591099e-09,2.624658712591099e-09,7.982159029298273e-18,7.982159029298273e-18,7.424825207552539e-12,True,brentq,16,1.0,1.075063561251087e-06,1.075063561251087e-06,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,1000.0,75.06356125108705,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2e-09,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5048375037797614,0.18526756199523103,0.18526756199523103,5.634390237945963e-10,5.634390237945963e-10,0.005677010550967747,-1.5987211554602254e-14,-1.5987211554602254e-14,-4.862059377536719e-23,-4.862059377536719e-23,-4.898837535216592e-16,True,brentq,18,1.0,9.924924724660732e-08,9.924924724660732e-08,0.4488860955783373,-0.21742453459923852,0.6209911075766318,-0.23037723935249735,3.2466730037402822,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,2.0,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2e-09,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5704106716491076,0.5532580459740415,0.5532580459740415,1.6825782666592439e-09,1.6825782666592439e-09,0.016953058217947948,-1.6908696665041134e-13,-1.6908696665041134e-13,-5.142303077769738e-22,-5.142303077769738e-22,-5.181201087593659e-15,True,brentq,14,1.0,9.924924724660732e-08,9.924924724660732e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,2.0,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.591117331119138e-09,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5012237395460247,0.2062135500347333,0.2062135500347333,6.271403373234818e-10,6.271403373234818e-10,0.006281430761756168,-1.7208456881689926e-15,-1.7208456881689926e-15,-5.2334666910985515e-24,-5.2334666910985515e-24,-5.2418345157626697e-17,True,brentq,20,1.0,9.984036457772645e-08,9.984036457772645e-08,0.45891404217610976,-0.22504907399206991,0.6209874742221366,-0.23037565962513862,3.1608366618439465,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,2.591117331119138,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.591117331119138e-09,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5627679202151196,0.617666879599936,0.617666879599936,1.8784595636930805e-09,1.8784595636930805e-09,0.018814630451701585,6.215694625666401e-11,6.215694625666401e-11,1.890328168824797e-19,1.890328168824797e-19,1.8933506270934764e-12,True,brentq,15,1.0,9.984036457772645e-08,9.984036457772645e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,2.591117331119138,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,3.3569445118129965e-09,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4974902770834032,0.2303402743372932,0.2303402743372932,7.005149628758256e-10,7.005149628758256e-10,0.0069629408551506525,-9.300893388797249e-14,-9.300893388797249e-14,-2.828604335785685e-22,-2.828604335785685e-22,-2.8115608854153283e-15,True,brentq,20,1.0,1.006061917584203e-07,1.006061917584203e-07,0.4674694601122776,-0.2315046945893344,0.6209902308888621,-0.2303770841449859,3.0676725431462835,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,3.3569445118129964,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,3.3569445118129965e-09,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.555125168775186,0.6895740186460054,0.6895740186460054,2.0971448413080713e-09,2.0971448413080713e-09,0.02084508721236384,9.392486788328824e-14,9.392486788328824e-14,2.8564598843028223e-22,2.8564598843028223e-22,2.8392485933289974e-15,True,brentq,16,1.0,1.006061917584203e-07,1.006061917584203e-07,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,3.3569445118129964,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,4.349118552081964e-09,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4936752186855639,0.2579141936982577,0.2579141936982577,7.843732597067229e-10,7.843732597067229e-10,0.007720333428009155,-4.884981308350689e-15,-4.884981308350689e-15,-1.4856292542473308e-23,-1.4856292542473308e-23,-1.4622570378651671e-16,True,brentq,19,1.0,1.0159836579868928e-07,1.0159836579868928e-07,0.4746543874896868,-0.23696946725011922,0.6209857023963035,-0.2303748537556405,2.9756521366026547,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,4.349118552081964,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,4.349118552081964e-09,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5474824173382169,0.769852396047262,0.769852396047262,2.341288878762089e-09,2.341288878762089e-09,0.023044552541339143,5.495603971894525e-14,5.495603971894525e-14,1.671332911028247e-22,1.671332911028247e-22,1.6450391675983127e-15,True,brentq,17,1.0,1.0159836579868928e-07,1.0159836579868928e-07,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,4.349118552081964,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,5.634538227695674e-09,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.48976574131210476,0.2895993507544495,0.2895993507544495,8.807347261623495e-10,8.807347261623495e-10,0.008560481344092149,-1.1922129949937244e-12,-1.1922129949937244e-12,-3.62577948789431e-21,-3.62577948789431e-21,-3.5241505463462084e-14,True,brentq,18,1.0,1.0288378547430299e-07,1.0288378547430299e-07,0.48064132348733346,-0.24148739823300164,0.6209858077116913,-0.23037505082251758,2.880694165805865,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,5.634538227695674,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,5.634538227695674e-09,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5398396659163477,0.8594765693720541,0.8594765693720541,2.6138555179658713e-09,2.6138555179658713e-09,0.025405903427015007,4.3971271068699025e-10,4.3971271068699025e-10,1.3372621617697486e-18,1.3372621617697486e-18,1.299779314694591e-11,True,brentq,16,1.0,1.0288378547430299e-07,1.0288378547430299e-07,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,5.634538227695674,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.2998748273178166e-09,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4857630524233665,0.3260743801389943,0.3260743801389943,9.916632380290743e-10,9.916632380290743e-10,0.009485141705234828,1.2317924458216112e-13,1.2317924458216112e-13,3.746149221789576e-22,3.746149221789576e-22,3.5831474693213875e-15,True,brentq,18,1.0,1.0454912207392513e-07,1.0454912207392513e-07,0.4853128521490976,-0.24502703628764805,0.6209836721278998,-0.23037392327450718,2.7835652615881656,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.01,,,,,,,,7.299874827317817,97.24924724660731,,
heatmap_compare:LAu_vs_LPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,7.2998748273178166e-09,1e-08,9.724924724660731e-08,1.0,0.23,0.1,0.377,1.0063683869224698,0.43755147257498683,1.6495690516077002,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,2e-09,1e-06,0.01,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5321969144645261,0.9595345505989451,0.9595345505989451,2.918153640412092e-09,2.918153640412092e-09,0.027911794786270025,7.996492357165152e-12,7.996492357165152e-12,2.4319075606004148e-20,2.4319075606004148e-20,2.3260908483581996e-13,True,brentq,16,1.0,1.0454912207392513e-07,1.0454912207392513e-07,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.01,,,,,,,,7.299874827317817,97.24924724660731,,
