group,scan,side,case,parameter_value_display,distance_nm,distance_over_lambda_D,phi_profile_mV
CH,Cdl_Au,Au,base,20.0,14.35658724145237,4.720670391061452,-1.2218420131366943
CH,Cdl_Au,Au,base,20.0,14.441537461815994,4.748603351955307,-1.1878413753207566
CH,Cdl_Au,Au,base,20.0,14.526487682179619,4.776536312849162,-1.1547883932053895
CH,Cdl_Au,Au,base,20.0,14.61143790254324,4.804469273743017,-1.122656599804109
CH,Cdl_Au,Au,base,20.0,14.696388122906864,4.832402234636871,-1.0914202693123989
CH,Cdl_Au,Au,base,20.0,14.781338343270487,4.860335195530726,-1.0610543962770755
CH,Cdl_Au,Au,base,20.0,14.866288563634113,4.888268156424581,-1.0315346753539794
CH,Cdl_Au,Au,base,20.0,14.951238783997734,4.916201117318435,-1.0028374816372219
CH,Cdl_Au,Au,base,20.0,15.036189004361356,4.94413407821229,-0.9749398515437704
CH,Cdl_Au,Au,base,20.0,15.121139224724983,4.972067039106145,-0.9478194642375782
CH,Cdl_Au,Au,base,20.0,15.206089445088605,5.0,-0.9214546235779326
CH,Cdl_Au,Au,high,100.0,0.0,0.0,-239.54401616244664
CH,Cdl_Au,Au,high,100.0,0.08495022036362349,0.027932960893854747,-232.58521149330025
CH,Cdl_Au,Au,high,100.0,0.16990044072724697,0.055865921787709494,-225.84621327242058
CH,Cdl_Au,Au,high,100.0,0.2548506610908705,0.08379888268156424,-219.3173783736979
CH,Cdl_Au,Au,high,100.0,0.33980088145449394,0.11173184357541899,-212.9899693748336
CH,Cdl_Au,Au,high,100.0,0.4247511018181174,0.13966480446927373,-206.85599361165652
CH,Cdl_Au,Au,high,100.0,0.509701322181741,0.16759776536312848,-200.90807837864028
CH,Cdl_Au,Au,high,100.0,0.5946515425453645,0.19553072625698323,-195.13937346226987
CH,Cdl_Au,Au,high,100.0,0.6796017629089879,0.22346368715083798,-189.54347443588023
CH,Cdl_Au,Au,high,100.0,0.7645519832726115,0.25139664804469275,-184.11436180008442
CH,Cdl_Au,Au,high,100.0,0.8495022036362349,0.27932960893854747,-178.84635227852138
CH,Cdl_Au,Au,high,100.0,0.9344524239998584,0.3072625698324022,-173.7340594884439
CH,Cdl_Au,Au,high,100.0,1.019402644363482,0.33519553072625696,-168.77236188299614
CH,Cdl_Au,Au,high,100.0,1.1043528647271055,0.36312849162011174,-163.9563763677934
CH,Cdl_Au,Au,high,100.0,1.189303085090729,0.39106145251396646,-159.2814363733046
CH,Cdl_Au,Au,high,100.0,1.2742533054543523,0.4189944134078212,-154.7430734493206
CH,Cdl_Au,Au,high,100.0,1.3592035258179758,0.44692737430167595,-150.3370016626115
CH,Cdl_Au,Au,high,100.0,1.4441537461815994,0.4748603351955307,-146.05910424150835
CH,Cdl_Au,Au,high,100.0,1.529103966545223,0.5027932960893855,-141.905422034767
CH,Cdl_Au,Au,high,100.0,1.6140541869088463,0.5307262569832402,-137.87214344640518
CH,Cdl_Au,Au,high,100.0,1.6990044072724697,0.5586592178770949,-133.9555955805
CH,Cdl_Au,Au,high,100.0,1.7839546276360934,0.5865921787709497,-130.15223638558624
CH,Cdl_Au,Au,high,100.0,1.8689048479997168,0.6145251396648044,-126.45864763132525
CH,Cdl_Au,Au,high,100.0,1.9538550683633402,0.6424581005586592,-122.8715285835467
CH,Cdl_Au,Au,high,100.0,2.038805288726964,0.6703910614525139,-119.38769026986037
CH,Cdl_Au,Au,high,100.0,2.1237555090905875,0.6983240223463687,-116.00405024851077
CH,Cdl_Au,Au,high,100.0,2.208705729454211,0.7262569832402235,-112.71762780929114
CH,Cdl_Au,Au,high,100.0,2.2936559498178344,0.7541899441340781,-109.52553954812481
CH,Cdl_Au,Au,high,100.0,2.378606170181458,0.7821229050279329,-106.42499526712041
CH,Cdl_Au,Au,high,100.0,2.4635563905450812,0.8100558659217877,-103.41329416006482
CH,Cdl_Au,Au,high,100.0,2.5485066109087047,0.8379888268156424,-100.48782124990039
CH,Cdl_Au,Au,high,100.0,2.633456831272328,0.8659217877094971,-97.64604405004434
CH,Cdl_Au,Au,high,100.0,2.7184070516359515,0.8938547486033519,-94.8855094257489
CH,Cdl_Au,Au,high,100.0,2.8033572719995754,0.9217877094972067,-92.20384063523758
CH,Cdl_Au,Au,high,100.0,2.888307492363199,0.9497206703910615,-89.59873453326914
CH,Cdl_Au,Au,high,100.0,2.9732577127268223,0.9776536312849161,-87.06795892219337
CH,Cdl_Au,Au,high,100.0,3.058207933090446,1.005586592178771,-84.60935003756242
CH,Cdl_Au,Au,high,100.0,3.1431581534540687,1.0335195530726256,-82.22081015703644
CH,Cdl_Au,Au,high,100.0,3.2281083738176926,1.0614525139664803,-79.90030532272776
CH,Cdl_Au,Au,high,100.0,3.313058594181316,1.089385474860335,-77.6458631683121
CH,Cdl_Au,Au,high,100.0,3.3980088145449394,1.1173184357541899,-75.45557084324219
CH,Cdl_Au,Au,high,100.0,3.4829590349085633,1.1452513966480447,-73.32757302725328
CH,Cdl_Au,Au,high,100.0,3.5679092552721867,1.1731843575418994,-71.26007002908653
CH,Cdl_Au,Au,high,100.0,3.65285947563581,1.2011173184357542,-69.25131596398177
CH,Cdl_Au,Au,high,100.0,3.7378096959994336,1.2290502793296088,-67.29961700504097
CH,Cdl_Au,Au,high,100.0,3.822759916363057,1.2569832402234635,-65.40332970403
CH,Cdl_Au,Au,high,100.0,3.9077101367266804,1.2849162011173183,-63.560859377602746
CH,Cdl_Au,Au,high,100.0,3.9926603570903043,1.312849162011173,-61.77065855528666
CH,Cdl_Au,Au,high,100.0,4.077610577453928,1.3407821229050279,-60.03122548588794
CH,Cdl_Au,Au,high,100.0,4.162560797817552,1.3687150837988826,-58.34110269925113
CH,Cdl_Au,Au,high,100.0,4.247511018181175,1.3966480446927374,-56.6988756205536
CH,Cdl_Au,Au,high,100.0,4.3324612385447985,1.4245810055865922,-55.10317123453625
CH,Cdl_Au,Au,high,100.0,4.417411458908422,1.452513966480447,-53.55265679726353
CH,Cdl_Au,Au,high,100.0,4.5023616792720444,1.4804469273743015,-52.046038593182544
CH,Cdl_Au,Au,high,100.0,4.587311899635669,1.5083798882681563,-50.58206073540634
CH,Cdl_Au,Au,high,100.0,4.672262119999292,1.536312849162011,-49.159504007286756
CH,Cdl_Au,Au,high,100.0,4.757212340362916,1.5642458100558658,-47.77718474346951
CH,Cdl_Au,Au,high,100.0,4.842162560726539,1.5921787709497206,-46.433953748739974
CH,Cdl_Au,Au,high,100.0,4.9271127810901625,1.6201117318435754,-45.12869525307122
CH,Cdl_Au,Au,high,100.0,5.012063001453786,1.6480446927374302,-43.86032590138167
CH,Cdl_Au,Au,high,100.0,5.097013221817409,1.6759776536312847,-42.62779377659723
CH,Cdl_Au,Au,high,100.0,5.181963442181033,1.7039106145251395,-41.43007745469113
CH,Cdl_Au,Au,high,100.0,5.266913662544656,1.7318435754189943,-40.266185090448786
CH,Cdl_Au,Au,high,100.0,5.35186388290828,1.759776536312849,-39.135153532771774
CH,Cdl_Au,Au,high,100.0,5.436814103271903,1.7877094972067038,-38.03604746839724
CH,Cdl_Au,Au,high,100.0,5.521764323635527,1.8156424581005586,-36.96795859296625
CH,Cdl_Au,Au,high,100.0,5.606714543999151,1.8435754189944134,-35.930004808427825
CH,Cdl_Au,Au,high,100.0,5.691664764362774,1.8715083798882681,-34.92132944581515
CH,Cdl_Au,Au,high,100.0,5.776614984726398,1.899441340782123,-33.94110051247591
CH,Cdl_Au,Au,high,100.0,5.86156520509002,1.9273743016759775,-32.98850996288144
CH,Cdl_Au,Au,high,100.0,5.9465154254536445,1.9553072625698322,-32.062772992180086
CH,Cdl_Au,Au,high,100.0,6.031465645817268,1.983240223463687,-31.163127351697238
CH,Cdl_Au,Au,high,100.0,6.116415866180892,2.011173184357542,-30.28883268561917
CH,Cdl_Au,Au,high,100.0,6.201366086544515,2.0391061452513966,-29.43916988813161
CH,Cdl_Au,Au,high,100.0,6.286316306908137,2.067039106145251,-28.61344048031412
CH,Cdl_Au,Au,high,100.0,6.371266527271762,2.094972067039106,-27.810966006121465
CH,Cdl_Au,Au,high,100.0,6.456216747635385,2.1229050279329607,-27.03108744681002
CH,Cdl_Au,Au,high,100.0,6.541166967999009,2.1508379888268156,-26.273164653192815
CH,Cdl_Au,Au,high,100.0,6.626117188362632,2.17877094972067,-25.53657579513325
CH,Cdl_Au,Au,high,100.0,6.711067408726256,2.206703910614525,-24.820716827708374
CH,Cdl_Au,Au,high,100.0,6.796017629089879,2.2346368715083798,-24.12500097349659
CH,Cdl_Au,Au,high,100.0,6.880967849453502,2.2625698324022343,-23.448858220464494
CH,Cdl_Au,Au,high,100.0,6.965918069817127,2.2905027932960893,-22.79173483494816
CH,Cdl_Au,Au,high,100.0,7.05086829018075,2.318435754189944,-22.153092889242462
CH,Cdl_Au,Au,high,100.0,7.135818510544373,2.346368715083799,-21.53240980333041
CH,Cdl_Au,Au,high,100.0,7.220768730907997,2.3743016759776534,-20.929177900301855
CH,Cdl_Au,Au,high,100.0,7.30571895127162,2.4022346368715084,-20.342903975026406
CH,Cdl_Au,Au,high,100.0,7.390669171635244,2.430167597765363,-19.773108875662288
CH,Cdl_Au,Au,high,100.0,7.475619391998867,2.4581005586592175,-19.219327097596462
CH,Cdl_Au,Au,high,100.0,7.5605696123624915,2.4860335195530725,-18.681106389426677
CH,Cdl_Au,Au,high,100.0,7.645519832726114,2.513966480446927,-18.158007370609166
CH,Cdl_Au,Au,high,100.0,7.730470053089738,2.541899441340782,-17.649603160408674
CH,Cdl_Au,Au,high,100.0,7.815420273453361,2.5698324022346366,-17.155479017800737
CH,Cdl_Au,Au,high,100.0,7.900370493816986,2.5977653631284916,-16.675231991986948
CH,Cdl_Au,Au,high,100.0,7.985320714180609,2.625698324022346,-16.208470583196842
CH,Cdl_Au,Au,high,100.0,8.070270934544233,2.653631284916201,-15.754814413459647
CH,Cdl_Au,Au,high,100.0,8.155221154907856,2.6815642458100557,-15.313893907040901
CH,Cdl_Au,Au,high,100.0,8.240171375271478,2.7094972067039103,-14.885349980248408
CH,Cdl_Au,Au,high,100.0,8.325121595635103,2.7374301675977653,-14.468833740322015
CH,Cdl_Au,Au,high,100.0,8.410071815998725,2.76536312849162,-14.06400619313115
CH,Cdl_Au,Au,high,100.0,8.49502203636235,2.793296089385475,-13.670537959412844
CH,Cdl_Au,Au,high,100.0,8.579972256725974,2.8212290502793294,-13.288108999292193
CH,Cdl_Au,Au,high,100.0,8.664922477089597,2.8491620111731844,-12.916408344834775
CH,Cdl_Au,Au,high,100.0,8.74987269745322,2.877094972067039,-12.555133840389436
CH,Cdl_Au,Au,high,100.0,8.834822917816844,2.905027932960894,-12.203991890487105
CH,Cdl_Au,Au,high,100.0,8.919773138180467,2.9329608938547485,-11.862697215068966
CH,Cdl_Au,Au,high,100.0,9.004723358544089,2.960893854748603,-11.530972611824382
CH,Cdl_Au,Au,high,100.0,9.089673578907714,2.988826815642458,-11.208548725426322
CH,Cdl_Au,Au,high,100.0,9.174623799271338,3.0167597765363126,-10.895163823458212
CH,Cdl_Au,Au,high,100.0,9.259574019634961,3.0446927374301676,-10.590563578832997
CH,Cdl_Au,Au,high,100.0,9.344524239998584,3.072625698324022,-10.29450085851134
CH,Cdl_Au,Au,high,100.0,9.429474460362208,3.100558659217877,-10.006735518331839
CH,Cdl_Au,Au,high,100.0,9.514424680725831,3.1284916201117317,-9.727034203772208
CH,Cdl_Au,Au,high,100.0,9.599374901089455,3.156424581005586,-9.455170156465554
CH,Cdl_Au,Au,high,100.0,9.684325121453078,3.184357541899441,-9.190923026301947
CH,Cdl_Au,Au,high,100.0,9.769275341816702,3.2122905027932958,-8.93407868895008
CH,Cdl_Au,Au,high,100.0,9.854225562180325,3.2402234636871508,-8.684429068639346
CH,Cdl_Au,Au,high,100.0,9.939175782543948,3.2681564245810053,-8.441771966047432
CH,Cdl_Au,Au,high,100.0,10.024126002907572,3.2960893854748603,-8.205910891143196
CH,Cdl_Au,Au,high,100.0,10.109076223271195,3.324022346368715,-7.976654900839312
CH,Cdl_Au,Au,high,100.0,10.194026443634819,3.3519553072625694,-7.753818441313468
CH,Cdl_Au,Au,high,100.0,10.278976663998442,3.3798882681564244,-7.537221194861345
CH,Cdl_Au,Au,high,100.0,10.363926884362066,3.407821229050279,-7.326687931148637
CH,Cdl_Au,Au,high,100.0,10.448877104725689,3.435754189944134,-7.122048362733465
CH,Cdl_Au,Au,high,100.0,10.533827325089312,3.4636871508379885,-6.923137004734384
CH,Cdl_Au,Au,high,100.0,10.618777545452938,3.4916201117318435,-6.729793038522897
CH,Cdl_Au,Au,high,100.0,10.70372776581656,3.519553072625698,-6.541860179323273
CH,Cdl_Au,Au,high,100.0,10.788677986180184,3.547486033519553,-6.359186547605599
CH,Cdl_Au,Au,high,100.0,10.873628206543806,3.5754189944134076,-6.181624544161775
CH,Cdl_Au,Au,high,100.0,10.95857842690743,3.603351955307262,-6.009030728757274
CH,Cdl_Au,Au,high,100.0,11.043528647271055,3.631284916201117,-5.841265702254747
CH,Cdl_Au,Au,high,100.0,11.128478867634676,3.6592178770949717,-5.678193992108653
CH,Cdl_Au,Au,high,100.0,11.213429087998302,3.6871508379888267,-5.5196839411330485
CH,Cdl_Au,Au,high,100.0,11.298379308361923,3.7150837988826813,-5.365607599447732
CH,Cdl_Au,Au,high,100.0,11.383329528725548,3.7430167597765363,-5.215840619510517
CH,Cdl_Au,Au,high,100.0,11.468279749089172,3.770949720670391,-5.070262154146413
CH,Cdl_Au,Au,high,100.0,11.553229969452795,3.798882681564246,-4.928754757486896
CH,Cdl_Au,Au,high,100.0,11.638180189816419,3.8268156424581004,-4.791204288735203
CH,Cdl_Au,Au,high,100.0,11.72313041018004,3.854748603351955,-4.657499818675948
CH,Cdl_Au,Au,high,100.0,11.808080630543666,3.88268156424581,-4.527533538849859
CH,Cdl_Au,Au,high,100.0,11.893030850907289,3.9106145251396645,-4.4012006733166915
CH,Cdl_Au,Au,high,100.0,11.977981071270912,3.9385474860335195,-4.278399392931664
CH,Cdl_Au,Au,high,100.0,12.062931291634536,3.966480446927374,-4.159030732063057
CH,Cdl_Au,Au,high,100.0,12.14788151199816,3.994413407821229,-4.04299850768053
CH,Cdl_Au,Au,high,100.0,12.232831732361785,4.022346368715084,-3.9302092407460303
CH,Cdl_Au,Au,high,100.0,12.317781952725404,4.050279329608938,-3.820572079840943
CH,Cdl_Au,Au,high,100.0,12.40273217308903,4.078212290502793,-3.713998726965212
CH,Cdl_Au,Au,high,100.0,12.487682393452655,4.106145251396648,-3.6104033654460697
CH,Cdl_Au,Au,high,100.0,12.572632613816275,4.134078212290502,-3.5097025898956145
CH,Cdl_Au,Au,high,100.0,12.6575828341799,4.162011173184357,-3.4118153381585588
CH,Cdl_Au,Au,high,100.0,12.742533054543523,4.189944134078212,-3.316662825192992
CH,Cdl_Au,Au,high,100.0,12.827483274907149,4.217877094972067,-3.224168478828645
CH,Cdl_Au,Au,high,100.0,12.91243349527077,4.245810055865921,-3.1342578773489023
CH,Cdl_Au,Au,high,100.0,12.997383715634394,4.273743016759776,-3.0468586888442575
CH,Cdl_Au,Au,high,100.0,13.082333935998019,4.301675977653631,-2.9619006122864984
CH,Cdl_Au,Au,high,100.0,13.16728415636164,4.329608938547485,-2.879315320274307
CH,Cdl_Au,Au,high,100.0,13.252234376725264,4.35754189944134,-2.7990364034024737
CH,Cdl_Au,Au,high,100.0,13.337184597088887,4.385474860335195,-2.7209993162082706
CH,Cdl_Au,Au,high,100.0,13.422134817452513,4.41340782122905,-2.645141324649882
CH,Cdl_Au,Au,high,100.0,13.507085037816136,4.4413407821229045,-2.5714014550730733
CH,Cdl_Au,Au,high,100.0,13.592035258179758,4.4692737430167595,-2.499720444623612
CH,Cdl_Au,Au,high,100.0,13.676985478543383,4.4972067039106145,-2.430040693064123
CH,Cdl_Au,Au,high,100.0,13.761935698907005,4.525139664804469,-2.3623062159552917
CH,Cdl_Au,Au,high,100.0,13.84688591927063,4.553072625698324,-2.2964625991624383
CH,Cdl_Au,Au,high,100.0,13.931836139634253,4.581005586592179,-2.232456954649717
CH,Cdl_Au,Au,high,100.0,14.016786359997877,4.608938547486034,-2.170237877525149
CH,Cdl_Au,Au,high,100.0,14.1017365803615,4.636871508379888,-2.1097554043008553
CH,Cdl_Au,Au,high,100.0,14.186686800725123,4.664804469273743,-2.050960972333855
CH,Cdl_Au,Au,high,100.0,14.271637021088747,4.692737430167598,-1.9938073804138108
CH,Cdl_Au,Au,high,100.0,14.35658724145237,4.720670391061452,-1.9382487504649974
CH,Cdl_Au,Au,high,100.0,14.441537461815994,4.748603351955307,-1.884240490330831
CH,Cdl_Au,Au,high,100.0,14.526487682179619,4.776536312849162,-1.8317392576101152
CH,Cdl_Au,Au,high,100.0,14.61143790254324,4.804469273743017,-1.7807029245150636
CH,Cdl_Au,Au,high,100.0,14.696388122906864,4.832402234636871,-1.7310905437220818
CH,Cdl_Au,Au,high,100.0,14.781338343270487,4.860335195530726,-1.6828623151869988
CH,Cdl_Au,Au,high,100.0,14.866288563634113,4.888268156424581,-1.635979553897429
CH,Cdl_Au,Au,high,100.0,14.951238783997734,4.916201117318435,-1.5904046585355263
CH,Cdl_Au,Au,high,100.0,15.036189004361356,4.94413407821229,-1.5461010810253473
CH,Cdl_Au,Au,high,100.0,15.121139224724983,4.972067039106145,-1.5030332969396454
CH,Cdl_Au,Au,high,100.0,15.206089445088605,5.0,-1.4611667767417147
CH,Cdl_Pd,Pd,low,5.0,0.0,0.0,-36.299062947520085
CH,Cdl_Pd,Pd,low,5.0,0.08495022036362349,0.027932960893854747,-35.239776030536575
CH,Cdl_Pd,Pd,low,5.0,0.16990044072724697,0.055865921787709494,-34.21405149651686
CH,Cdl_Pd,Pd,low,5.0,0.2548506610908705,0.08379888268156424,-33.22043436098585
CH,Cdl_Pd,Pd,low,5.0,0.33980088145449394,0.11173184357541899,-32.25760492066571
CH,Cdl_Pd,Pd,low,5.0,0.4247511018181174,0.13966480446927373,-31.324354020990917
CH,Cdl_Pd,Pd,low,5.0,0.509701322181741,0.16759776536312848,-30.419564140390893
CH,Cdl_Pd,Pd,low,5.0,0.5946515425453645,0.19553072625698323,-29.5421948016705
CH,Cdl_Pd,Pd,low,5.0,0.6796017629089879,0.22346368715083798,-28.691271218508007
CH,Cdl_Pd,Pd,low,5.0,0.7645519832726115,0.25139664804469275,-27.865875373818334
CH,Cdl_Pd,Pd,low,5.0,0.8495022036362349,0.27932960893854747,-27.065138936897235
CH,Cdl_Pd,Pd,low,5.0,0.9344524239998584,0.3072625698324022,-26.28823757966517
CH,Cdl_Pd,Pd,low,5.0,1.019402644363482,0.33519553072625696,-25.53438636463699
CH,Cdl_Pd,Pd,low,5.0,1.1043528647271055,0.36312849162011174,-24.802835959727876
CH,Cdl_Pd,Pd,low,5.0,1.189303085090729,0.39106145251396646,-24.092869495797036
CH,Cdl_Pd,Pd,low,5.0,1.2742533054543523,0.4189944134078212,-23.403799927797664
CH,Cdl_Pd,Pd,low,5.0,1.3592035258179758,0.44692737430167595,-22.73496779379729
CH,Cdl_Pd,Pd,low,5.0,1.4441537461815994,0.4748603351955307,-22.085739291035352
CH,Cdl_Pd,Pd,low,5.0,1.529103966545223,0.5027932960893855,-21.455504606842076
CH,Cdl_Pd,Pd,low,5.0,1.6140541869088463,0.5307262569832402,-20.84367645628118
CH,Cdl_Pd,Pd,low,5.0,1.6990044072724697,0.5586592178770949,-20.249688788999954
CH,Cdl_Pd,Pd,low,5.0,1.7839546276360934,0.5865921787709497,-19.672995635842913
CH,Cdl_Pd,Pd,low,5.0,1.8689048479997168,0.6145251396648044,-19.113070071958067
CH,Cdl_Pd,Pd,low,5.0,1.9538550683633402,0.6424581005586592,-18.569403277869185
CH,Cdl_Pd,Pd,low,5.0,2.038805288726964,0.6703910614525139,-18.041503683656188
CH,Cdl_Pd,Pd,low,5.0,2.1237555090905875,0.6983240223463687,-17.52889618424014
CH,Cdl_Pd,Pd,low,5.0,2.208705729454211,0.7262569832402235,-17.031121416002257
CH,Cdl_Pd,Pd,low,5.0,2.2936559498178344,0.7541899441340781,-16.547735086726675
CH,Cdl_Pd,Pd,low,5.0,2.378606170181458,0.7821229050279329,-16.07830735224982
CH,Cdl_Pd,Pd,low,5.0,2.4635563905450812,0.8100558659217877,-15.622422234312246
CH,Cdl_Pd,Pd,low,5.0,2.5485066109087047,0.8379888268156424,-15.17967707500111
CH,Cdl_Pd,Pd,low,5.0,2.633456831272328,0.8659217877094971,-14.749682023892372
CH,Cdl_Pd,Pd,low,5.0,2.7184070516359515,0.8938547486033519,-14.33205955458882
CH,Cdl_Pd,Pd,low,5.0,2.8033572719995754,0.9217877094972067,-13.926444007828396
CH,Cdl_Pd,Pd,low,5.0,2.888307492363199,0.9497206703910615,-13.532481158733225
CH,Cdl_Pd,Pd,low,5.0,2.9732577127268223,0.9776536312849161,-13.149827806095624
CH,Cdl_Pd,Pd,low,5.0,3.058207933090446,1.005586592178771,-12.77815138186997
CH,Cdl_Pd,Pd,low,5.0,3.1431581534540687,1.0335195530726256,-12.417129579267248
CH,Cdl_Pd,Pd,low,5.0,3.2281083738176926,1.0614525139664803,-12.066449998040843
CH,Cdl_Pd,Pd,low,5.0,3.313058594181316,1.089385474860335,-11.725809805715315
CH,Cdl_Pd,Pd,low,5.0,3.3980088145449394,1.1173184357541899,-11.394915413647718
CH,Cdl_Pd,Pd,low,5.0,3.4829590349085633,1.1452513966480447,-11.0734821669301
CH,Cdl_Pd,Pd,low,5.0,3.5679092552721867,1.1731843575418994,-10.761234047243065
CH,Cdl_Pd,Pd,low,5.0,3.65285947563581,1.2011173184357542,-10.457903387858781
CH,Cdl_Pd,Pd,low,5.0,3.7378096959994336,1.2290502793296088,-10.163230600068031
CH,Cdl_Pd,Pd,low,5.0,3.822759916363057,1.2569832402234635,-9.876963910372263
CH,Cdl_Pd,Pd,low,5.0,3.9077101367266804,1.2849162011173183,-9.598859107840228
CH,Cdl_Pd,Pd,low,5.0,3.9926603570903043,1.312849162011173,-9.328679301079816
CH,Cdl_Pd,Pd,low,5.0,4.077610577453928,1.3407821229050279,-9.06619468432085
CH,Cdl_Pd,Pd,low,5.0,4.162560797817552,1.3687150837988826,-8.81118231214493
CH,Cdl_Pd,Pd,low,5.0,4.247511018181175,1.3966480446927374,-8.56342588243372
CH,Cdl_Pd,Pd,low,5.0,4.3324612385447985,1.4245810055865922,-8.322715527139161
CH,Cdl_Pd,Pd,low,5.0,4.417411458908422,1.452513966480447,-8.088847610507113
CH,Cdl_Pd,Pd,low,5.0,4.5023616792720444,1.4804469273743015,-7.861624534412118
CH,Cdl_Pd,Pd,low,5.0,4.587311899635669,1.5083798882681563,-7.640854550483456
CH,Cdl_Pd,Pd,low,5.0,4.672262119999292,1.536312849162011,-7.4263515787237235
CH,Cdl_Pd,Pd,low,5.0,4.757212340362916,1.5642458100558658,-7.217935032340198
CH,Cdl_Pd,Pd,low,5.0,4.842162560726539,1.5921787709497206,-7.015429648526175
CH,Cdl_Pd,Pd,low,5.0,4.9271127810901625,1.6201117318435754,-6.818665324945326
CH,Cdl_Pd,Pd,low,5.0,5.012063001453786,1.6480446927374302,-6.6274769616862
CH,Cdl_Pd,Pd,low,5.0,5.097013221817409,1.6759776536312847,-6.441704308467661
CH,Cdl_Pd,Pd,low,5.0,5.181963442181033,1.7039106145251395,-6.261191816887365
CH,Cdl_Pd,Pd,low,5.0,5.266913662544656,1.7318435754189943,-6.0857884975171554
CH,Cdl_Pd,Pd,low,5.0,5.35186388290828,1.759776536312849,-5.9153477816591975
CH,Cdl_Pd,Pd,low,5.0,5.436814103271903,1.7877094972067038,-5.749727387586193
CH,Cdl_Pd,Pd,low,5.0,5.521764323635527,1.8156424581005586,-5.588789191097993
CH,Cdl_Pd,Pd,low,5.0,5.606714543999151,1.8435754189944134,-5.432399100234815
CH,Cdl_Pd,Pd,low,5.0,5.691664764362774,1.8715083798882681,-5.280426933995301
CH,Cdl_Pd,Pd,low,5.0,5.776614984726398,1.899441340782123,-5.1327463049142965
CH,Cdl_Pd,Pd,low,5.0,5.86156520509002,1.9273743016759775,-4.989234505362321
CH,Cdl_Pd,Pd,low,5.0,5.9465154254536445,1.9553072625698322,-4.849772397434562
CH,Cdl_Pd,Pd,low,5.0,6.031465645817268,1.983240223463687,-4.714244306303292
CH,Cdl_Pd,Pd,low,5.0,6.116415866180892,2.011173184357542,-4.582537916912962
CH,Cdl_Pd,Pd,low,5.0,6.201366086544515,2.0391061452513966,-4.45454417390242
CH,Cdl_Pd,Pd,low,5.0,6.286316306908137,2.067039106145251,-4.330157184643563
CH,Cdl_Pd,Pd,low,5.0,6.371266527271762,2.094972067039106,-4.209274125290256
CH,Cdl_Pd,Pd,low,5.0,6.456216747635385,2.1229050279329607,-4.091795149735771
CH,Cdl_Pd,Pd,low,5.0,6.541166967999009,2.1508379888268156,-3.9776233013809676
CH,Cdl_Pd,Pd,low,5.0,6.626117188362632,2.17877094972067,-3.8666644276194364
CH,Cdl_Pd,Pd,low,5.0,6.711067408726256,2.206703910614525,-3.7588270969492976
CH,Cdl_Pd,Pd,low,5.0,6.796017629089879,2.2346368715083798,-3.6540225186251862
CH,Cdl_Pd,Pd,low,5.0,6.880967849453502,2.2625698324022343,-3.552164464766752
CH,Cdl_Pd,Pd,low,5.0,6.965918069817127,2.2905027932960893,-3.453169194843704
CH,Cdl_Pd,Pd,low,5.0,7.05086829018075,2.318435754189944,-3.3569553824599616
CH,Cdl_Pd,Pd,low,5.0,7.135818510544373,2.346368715083799,-3.2634440443625925
CH,Cdl_Pd,Pd,low,5.0,7.220768730907997,2.3743016759776534,-3.172558471603877
CH,Cdl_Pd,Pd,low,5.0,7.30571895127162,2.4022346368715084,-3.084224162787401
CH,Cdl_Pd,Pd,low,5.0,7.390669171635244,2.430167597765363,-2.998368759331573
CH,Cdl_Pd,Pd,low,5.0,7.475619391998867,2.4581005586592175,-2.914921982686336
CH,Cdl_Pd,Pd,low,5.0,7.5605696123624915,2.4860335195530725,-2.8338155734411457
CH,Cdl_Pd,Pd,low,5.0,7.645519832726114,2.513966480446927,-2.754983232264393
CH,Cdl_Pd,Pd,low,5.0,7.730470053089738,2.541899441340782,-2.6783605626165583
CH,Cdl_Pd,Pd,low,5.0,7.815420273453361,2.5698324022346366,-2.6038850151814077
CH,Cdl_Pd,Pd,low,5.0,7.900370493816986,2.5977653631284916,-2.5314958339613747
CH,Cdl_Pd,Pd,low,5.0,7.985320714180609,2.625698324022346,-2.4611340039851997
CH,Cdl_Pd,Pd,low,5.0,8.070270934544233,2.653631284916201,-2.3927422005775396
CH,Cdl_Pd,Pd,low,5.0,8.155221154907856,2.6815642458100557,-2.3262647401421437
CH,Cdl_Pd,Pd,low,5.0,8.240171375271478,2.7094972067039103,-2.26164753241149
CH,Cdl_Pd,Pd,low,5.0,8.325121595635103,2.7374301675977653,-2.1988380341177693
CH,Cdl_Pd,Pd,low,5.0,8.410071815998725,2.76536312849162,-2.137785204041188
CH,Cdl_Pd,Pd,low,5.0,8.49502203636235,2.793296089385475,-2.078439459393284
CH,Cdl_Pd,Pd,low,5.0,8.579972256725974,2.8212290502793294,-2.020752633494226
CH,Cdl_Pd,Pd,low,5.0,8.664922477089597,2.8491620111731844,-1.9646779347044174
CH,Cdl_Pd,Pd,low,5.0,8.74987269745322,2.877094972067039,-1.9101699065720465
CH,Cdl_Pd,Pd,low,5.0,8.834822917816844,2.905027932960894,-1.8571843891594093
CH,Cdl_Pd,Pd,low,5.0,8.919773138180467,2.9329608938547485,-1.8056784815120936
CH,Cdl_Pd,Pd,low,5.0,9.004723358544089,2.960893854748603,-1.7556105052362492
