segment_id,material,x_nm,phi_RP_V,sigma_C_per_m2
Au,Au,1.84,-0.17157178160138487,-0.06675889280585334
Au,Au,1.845,-0.17130134656083756,-0.066894110326127
Au,Au,1.85,-0.17102499839022337,-0.06703228441143409
Au,Au,1.855,-0.17074518010905781,-0.06717219355201687
Au,Au,1.86,-0.1704590447830265,-0.06731526121503252
Au,Au,1.865,-0.17016801698555759,-0.06746077511376698
Au,Au,1.87,-0.1698719851607859,-0.06760879102615283
Au,Au,1.875,-0.16956876614606534,-0.06776040053351311
Au,Au,1.88,-0.1692612419916036,-0.06791416261074397
Au,Au,1.885,-0.16894594586921824,-0.06807181067193666
Au,Au,1.89,-0.1686245265486086,-0.06823252033224148
Au,Au,1.895,-0.16829681574405642,-0.06839637573451757
Au,Au,1.9,-0.16796002553836084,-0.06856477083736535
Au,Au,1.905,-0.16761766864105998,-0.06873594928601579
Au,Au,1.91,-0.16726531375810588,-0.06891212672749283
Au,Au,1.915,-0.16690490196527655,-0.0690923326239075
Au,Au,1.92,-0.16653615247991513,-0.06927670736658821
Au,Au,1.925,-0.1661552282083399,-0.06946716950237583
Au,Au,1.93,-0.16576661955424563,-0.06966147382942296
Au,Au,1.935,-0.16536419355581952,-0.06986268682863601
Au,Au,1.94,-0.16495024479417653,-0.07006966120945751
Au,Au,1.945,-0.16452421764288935,-0.0702826747851011
Au,Au,1.95,-0.16408005559495104,-0.07050475580907026
Au,Au,1.955,-0.1636239375012873,-0.07073281485590213
Au,Au,1.96,-0.16314595588334369,-0.07097180566487393
Au,Au,1.965,-0.16264847685186798,-0.07122054518061179
Au,Au,1.97,-0.16212993382791818,-0.07147981669258668
Au,Au,1.975,-0.16157710096951353,-0.07175623312178901
Au,Au,1.98,-0.16099923391669546,-0.07204516664819804
Au,Au,1.985,-0.16037164481887567,-0.07235896119710794
Au,Au,1.99,-0.15968692627100245,-0.07270132047104455
Au,Au,1.995,-0.15892878076432904,-0.07308039322438126
Pd,Pd,2.0,-0.15791043278688116,0.0014104327868948163
Pd,Pd,2.005,-0.15689208480943329,0.0009012587981708786
Pd,Pd,2.01,-0.15613393930276012,0.0005221860448342969
Pd,Pd,2.015,-0.15544922075488685,0.0001798267708976592
Pd,Pd,2.02,-0.1548216316570671,-0.00013396777801220894
Pd,Pd,2.025,-0.15424376460424896,-0.00042290130442128315
