condition_order,condition_key,display_label,edl_condition,E_V,I_Au_A,I_Pd_A,I_Au_1e_minus_3_uA,I_Pd_1e_minus_3_uA,net_current_A
1,au_pd_independent,Independent Au/Pd,with EDL,0.46975,2.1157922057157927e-14,-5.63222762659388e-10,2.1157922057157925e-05,-0.563222762659388,-5.632016047373309e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47000000000000003,2.13323174763982e-14,-5.586183182558034e-10,2.1332317476398203e-05,-0.5586183182558034,-5.58596985938327e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47025000000000006,2.150815036015751e-14,-5.540515159889937e-10,2.150815036015751e-05,-0.5540515159889937,-5.540300078386336e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47050000000000003,2.168543255682169e-14,-5.495220481279169e-10,2.168543255682169e-05,-0.5495220481279169,-5.4950036269536e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47075,2.186417601243784e-14,-5.450296094572919e-10,2.186417601243784e-05,-0.545029609457292,-5.450077452812795e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47100000000000003,2.2044392771519002e-14,-5.405738972570178e-10,2.2044392771519e-05,-0.5405738972570179,-5.405518528642463e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47125000000000006,2.2226094977855794e-14,-5.36154611281793e-10,2.2226094977855794e-05,-0.536154611281793,-5.361323851868152e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47150000000000003,2.2409294875334692e-14,-5.317714537408665e-10,2.2409294875334692e-05,-0.5317714537408664,-5.317490444459912e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47175,2.2594004808763162e-14,-5.274241292779827e-10,2.2594004808763164e-05,-0.5274241292779827,-5.27401535273174e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47200000000000003,2.2780237224701614e-14,-5.231123449514718e-10,2.2780237224701616e-05,-0.5231123449514717,-5.230895647142471e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47225,2.296800467230171e-14,-5.188358102145165e-10,2.296800467230171e-05,-0.5188358102145164,-5.188128422098442e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47250000000000003,2.3157319804152538e-14,-5.14594236895567e-10,2.315731980415254e-05,-0.514594236895567,-5.145710795757628e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47275,2.334819537713252e-14,-5.103873391789304e-10,2.334819537713252e-05,-0.5103873391789303,-5.103639909835532e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47300000000000003,2.3540644253269777e-14,-5.06214833585502e-10,2.3540644253269776e-05,-0.506214833585502,-5.061912929412487e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47325,2.3734679400608165e-14,-5.020764389536734e-10,2.3734679400608163e-05,-0.5020764389536735,-5.020527042742729e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47350000000000003,2.3930313894081687e-14,-4.97971876420377e-10,2.3930313894081686e-05,-0.49797187642037705,-4.97947946106483e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47375,2.4127560916394913e-14,-4.939008694023031e-10,2.4127560916394913e-05,-0.49390086940230316,-4.938767418413868e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47400000000000003,2.4326433758911925e-14,-4.898631435772546e-10,2.4326433758911924e-05,-0.4898631435772546,-4.898388171434957e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47425,2.4526945822551515e-14,-4.85858426865673e-10,2.4526945822551517e-05,-0.48585842686567304,-4.858338999198505e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47450000000000003,2.4729110618690445e-14,-4.818864494122892e-10,2.4729110618690447e-05,-0.4818864494122892,-4.818617203016705e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47475,2.4932941770073626e-14,-4.779469435679541e-10,2.4932941770073626e-05,-0.47794694356795414,-4.779220106261841e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47500000000000003,2.5138453011732367e-14,-4.740396438715954e-10,2.5138453011732367e-05,-0.47403964387159536,-4.740145054185837e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47525,2.5345658191909774e-14,-4.701642870323328e-10,2.5345658191909773e-05,-0.4701642870323328,-4.701389413741409e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47550000000000003,2.555457127299398e-14,-4.663206119117303e-10,2.555457127299398e-05,-0.46632061191173035,-4.662950573404573e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47575,2.5765206332458716e-14,-4.6250835950620887e-10,2.5765206332458716e-05,-0.4625083595062089,-4.624825942998764e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47600000000000003,2.5977577563812278e-14,-4.5872727292958754e-10,2.597757756381228e-05,-0.45872727292958754,-4.5870129535202373e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47625,2.6191699277553802e-14,-4.5497709739577536e-10,2.6191699277553804e-05,-0.45497709739577535,-4.5495090569649783e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47650000000000003,2.6407585902137545e-14,-4.512575802016005e-10,2.6407585902137546e-05,-0.4512575802016005,-4.512311726156983e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47675,2.6625251984944992e-14,-4.475684707097839e-10,2.662525198494499e-05,-0.4475684707097839,-4.475418454577989e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47700000000000004,2.6844712193265497e-14,-4.439095203320513e-10,2.68447121932655e-05,-0.4439095203320513,-4.43882675619858e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47725,2.7065981315284274e-14,-4.402804825123812e-10,2.7065981315284273e-05,-0.4402804825123812,-4.4025341653106594e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47750000000000004,2.728907426107919e-14,-4.366811127103883e-10,2.7289074261079188e-05,-0.4366811127103883,-4.366538236361272e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47775,2.7514006063624954e-14,-4.3311116838485056e-10,2.7514006063624955e-05,-0.43311116838485053,-4.330836543787869e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47800000000000004,2.7740791879806868e-14,-4.2957040897735967e-10,2.7740791879806867e-05,-0.42957040897735965,-4.2954266818547986e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47825,2.7969446991441492e-14,-4.260585958961177e-10,2.7969446991441493e-05,-0.4260585958961177,-4.2603062644912626e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47850000000000004,2.819998680630687e-14,-4.2257549249985285e-10,2.8199986806306867e-05,-0.4225754924998528,-4.2254729251304654e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47875,2.843242685918022e-14,-4.1912086408188026e-10,2.8432426859180223e-05,-0.41912086408188026,-4.1909243165502107e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47900000000000004,2.8666782812885403e-14,-4.156944778542803e-10,2.8666782812885402e-05,-0.4156944778542803,-4.156658110714674e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47925,2.890307045934794e-14,-4.122961029322179e-10,2.890307045934794e-05,-0.4122961029322179,-4.122671998617586e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47950000000000004,2.914130572065923e-14,-4.0892551031837847e-10,2.914130572065923e-05,-0.4089255103183785,-4.088963690126578e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.47975,2.938150465014928e-14,-4.0558247288754597e-10,2.938150465014928e-05,-0.40558247288754595,-4.055530913828958e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48000000000000004,2.962368343346888e-14,-4.0226676537128556e-10,2.962368343346888e-05,-0.4022667653712856,-4.022371416878521e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48025,2.9867858389679816e-14,-3.9897816434277703e-10,2.9867858389679816e-05,-0.39897816434277705,-3.9894829648438735e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48050000000000004,3.011404597235488e-14,-3.957164482017489e-10,3.0114045972354883e-05,-0.3957164482017489,-3.9568633415577654e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48075,3.0362262770686124e-14,-3.924813971595565e-10,3.0362262770686122e-05,-0.3924813971595565,-3.924510348967858e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48100000000000004,3.061252551060327e-14,-3.8927279322435857e-10,3.0612525510603265e-05,-0.3892727932243586,-3.8924218069884797e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48125,3.086485105590034e-14,-3.860904201864406e-10,3.086485105590034e-05,-0.3860904201864406,-3.8605955533538466e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48150000000000004,3.1119256409372354e-14,-3.8293406360363646e-10,3.111925640937236e-05,-0.38293406360363647,-3.829029443472271e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48175,3.1375758713960514e-14,-3.798035107868874e-10,3.137575871396051e-05,-0.3798035107868874,-3.7977213502817343e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48200000000000004,3.1634375253908155e-14,-3.76698550785898e-10,3.1634375253908156e-05,-0.376698550785898,-3.766669164106441e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48225,3.1895123455924637e-14,-3.7361897437493346e-10,3.1895123455924634e-05,-0.37361897437493347,-3.735870792514775e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48250000000000004,3.215802089036041e-14,-3.705645740387139e-10,3.215802089036041e-05,-0.3705645740387139,-3.7053241601782353e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48275,3.2423085272390044e-14,-3.6753514395843427e-10,3.2423085272390045e-05,-0.3675351439584343,-3.6750272087316187e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48300000000000004,3.269033446320694e-14,-3.6453047999789203e-10,3.269033446320694e-05,-0.364530479997892,-3.644977896634288e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48325,3.295978647122615e-14,-3.615503796897362e-10,3.295978647122615e-05,-0.3615503796897362,-3.6151741990326494e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48350000000000004,3.323145945329847e-14,-3.585946422218195e-10,3.323145945329847e-05,-0.3585946422218195,-3.5856141076236623e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48375,3.3505371715933177e-14,-3.5566306842367113e-10,3.350537171593318e-05,-0.3556630684236711,-3.556295630519552e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48400000000000004,3.378154171653229e-14,-3.527554607530715e-10,3.378154171653229e-05,-0.3527554607530715,-3.52721679211355e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48425,3.405998806463409e-14,-3.4987162328274544e-10,3.405998806463409e-05,-0.34987162328274546,-3.498375632946808e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48450000000000004,3.434072952316699e-14,-3.470113616871551e-10,3.434072952316699e-05,-0.3470113616871551,-3.4697702095763194e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48475,3.4623785009713896e-14,-3.4417448322941016e-10,3.4623785009713894e-05,-0.3441744832294102,-3.4413985944440047e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48500000000000004,3.490917359778705e-14,-3.4136079674827567e-10,3.490917359778705e-05,-0.3413607967482757,-3.413258875746779e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48525,3.5196914518113327e-14,-3.385701126452955e-10,3.519691451811332e-05,-0.3385701126452955,-3.385349157307774e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48550000000000004,3.5487027159929956e-14,-3.3580224287201174e-10,3.548702715992996e-05,-0.33580224287201177,-3.357667558448518e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48575,3.577953107229092e-14,-3.3305700091729766e-10,3.577953107229092e-05,-0.3330570009172977,-3.3302122138622537e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48600000000000004,3.6074445965384675e-14,-3.3033420179478463e-10,3.607444596538468e-05,-0.3303342017947846,-3.302981273488192e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48625,3.637179171186199e-14,-3.276336620304047e-10,3.637179171186199e-05,-0.3276336620304047,-3.2759729023869285e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48650000000000004,3.66715883481752e-14,-3.249551996500164e-10,3.6671588348175194e-05,-0.3249551996500164,-3.2491852806166826e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48675,3.6973856075927905e-14,-3.2229863416715354e-10,3.6973856075927906e-05,-0.32229863416715354,-3.2226166031107764e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48700000000000004,3.727861526323715e-14,-3.1966378657085467e-10,3.727861526323715e-05,-0.31966378657085465,-3.1962650795559145e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48725,3.7585886446105016e-14,-3.170504793136087e-10,3.7585886446105017e-05,-0.3170504793136087,-3.170128934271626e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48750000000000004,3.78956903298031e-14,-3.1445853629938045e-10,3.78956903298031e-05,-0.3144585362993804,-3.1442064060905065e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48775,3.82080477902669e-14,-3.1188778287175647e-10,3.82080477902669e-05,-0.31188778287175645,-3.118495748239662e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.488,3.852297987550362e-14,-3.093380458021662e-10,3.852297987550362e-05,-0.30933804580216623,-3.092995228222907e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48825,3.884050780700956e-14,-3.0680915327821415e-10,3.884050780700956e-05,-0.3068091532782142,-3.0677031277040716e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48850000000000005,3.9160652981200696e-14,-3.0430093489209977e-10,3.91606529812007e-05,-0.30430093489209975,-3.042617742391186e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48875,3.948343697085383e-14,-3.0181322162913944e-10,3.948343697085383e-05,-0.3018132216291394,-3.017737381921686e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.489,3.980888152656102e-14,-2.993458458563709e-10,3.980888152656102e-05,-0.2993458458563709,-2.9930603697484433e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48925,4.013700857819476e-14,-2.968986413112616e-10,4.013700857819476e-05,-0.2968986413112616,-2.9685850430268344e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48950000000000005,4.046784023638584e-14,-2.944714430905032e-10,4.046784023638584e-05,-0.29447144309050316,-2.944309752502668e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.48975,4.080139879401297e-14,-2.9206408763890377e-10,4.080139879401297e-05,-0.2920640876389038,-2.9202328624010974e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49,4.1137706727705554e-14,-2.8967641273836054e-10,4.1137706727705555e-05,-0.28967641273836053,-2.896352750316328e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49025,4.1476786699357847e-14,-2.8730825749693267e-10,4.1476786699357846e-05,-0.2873082574969327,-2.872667807102333e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49050000000000005,4.181866155765609e-14,-2.849594623379999e-10,4.1818661557656094e-05,-0.2849594623379999,-2.8491764367644225e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49075,4.2163354339618026e-14,-2.8262986898950874e-10,4.216335433961803e-05,-0.28262986898950876,-2.825877056351691e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.491,4.25108882721455e-14,-2.8031932047330643e-10,4.25108882721455e-05,-0.28031932047330643,-2.802768095850343e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49125,4.2861286773589507e-14,-2.780276610945638e-10,4.286128677358951e-05,-0.2780276610945638,-2.779847998077902e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49150000000000005,4.321457345532829e-14,-2.757547364312854e-10,4.321457345532829e-05,-0.2757547364312854,-2.757115218578301e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49175,4.357077212335779e-14,-2.7350039332390237e-10,4.357077212335779e-05,-0.27350039332390236,-2.73456822551779e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.492,4.3929906779896744e-14,-2.71264479864951e-10,4.392990677989675e-05,-0.271264479864951,-2.7122054995817107e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49225,4.429200162500349e-14,-2.6904684538883736e-10,4.4292001625003485e-05,-0.2690468453888374,-2.6900255338721237e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49250000000000005,4.4657081058206743e-14,-2.668473404616876e-10,4.4657081058206747e-05,-0.2668473404616876,-2.668026833806294e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49275,4.5025169680149565e-14,-2.646658168712734e-10,4.5025169680149566e-05,-0.26466581687127344,-2.6462079170159325e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.493,4.539629229424757e-14,-2.625021276170279e-10,4.539629229424757e-05,-0.2625021276170279,-2.6245673132473363e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49325,4.5770473908359897e-14,-2.603561269001389e-10,4.57704739083599e-05,-0.2603561269001389,-2.6031035642623053e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49350000000000005,4.61477397364745e-14,-2.5822767011372736e-10,4.6147739736474506e-05,-0.2582276701137274,-2.581815223739909e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49375,4.652811520040674e-14,-2.5611661383309833e-10,4.652811520040674e-05,-0.25611661383309836,-2.5607008571789795e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.494,4.691162593151319e-14,-2.54022815806079e-10,4.691162593151319e-05,-0.25402281580607905,-2.5397590418014753e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49425,4.729829777241844e-14,-2.5194613494343397e-10,4.729829777241844e-05,-0.251946134943434,-2.5189883664566157e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49450000000000005,4.768815677875618e-14,-2.4988643130935626e-10,4.768815677875618e-05,-0.24988643130935626,-2.498387431525775e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49475,4.808122922092511e-14,-2.4784356611203923e-10,4.8081229220925114e-05,-0.24784356611203923,-2.477954848828183e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.495,4.847754158585952e-14,-2.4581740169432256e-10,4.847754158585952e-05,-0.24581740169432256,-2.457689241527367e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49525,4.887712057881387e-14,-2.4380780152441713e-10,4.887712057881387e-05,-0.24380780152441714,-2.4375892440383833e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49550000000000005,4.9279993125162e-14,-2.418146301867061e-10,4.9279993125161996e-05,-0.2418146301867061,-2.4176535019358094e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49575,4.9686186372211655e-14,-2.398377533726187e-10,4.9686186372211655e-05,-0.23983775337261873,-2.397880671862465e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.496,5.009572769103421e-14,-2.378770378715795e-10,5.009572769103421e-05,-0.23787703787157952,-2.378269421438885e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49625,5.0508644678308425e-14,-2.359323515620327e-10,5.050864467830842e-05,-0.23593235156203268,-2.3588184291735434e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49650000000000005,5.092496515818067e-14,-2.340035634025401e-10,5.092496515818067e-05,-0.23400356340254008,-2.339526384373819e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49675,5.134471718413881e-14,-2.3209054342295025e-10,5.134471718413881e-05,-0.23209054342295024,-2.320391987057661e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.497,5.176792904090396e-14,-2.3019316271563935e-10,5.176792904090396e-05,-0.23019316271563936,-2.3014139478659844e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49725,5.219462924633529e-14,-2.2831129342682615e-10,5.219462924633529e-05,-0.22831129342682616,-2.2825909879757983e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49750000000000005,5.262484655335244e-14,-2.2644480874795698e-10,5.262484655335244e-05,-0.22644480874795697,-2.2639218390140364e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49775,5.305860995187206e-14,-2.2459358290716046e-10,5.305860995187206e-05,-0.22459358290716044,-2.2454052429720858e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.498,5.349594867076262e-14,-2.2275749116077126e-10,5.349594867076262e-05,-0.22275749116077126,-2.2270399521210049e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49825,5.393689217981283e-14,-2.2093640978492526e-10,5.393689217981283e-05,-0.22093640978492526,-2.2088247289274545e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49850000000000005,5.43814701917182e-14,-2.191302160672234e-10,5.43814701917182e-05,-0.2191302160672234,-2.190758345970317e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49875,5.4829712664082345e-14,-2.1733878829846155e-10,5.482971266408234e-05,-0.21733878829846154,-2.1728395858579747e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.499,5.5281649801436546e-14,-2.1556200576443024e-10,5.5281649801436544e-05,-0.21556200576443024,-2.155067241146288e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49925,5.5737312057274895e-14,-2.1379974873777742e-10,5.5737312057274896e-05,-0.2137997487377774,-2.1374401142572013e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49950000000000006,5.6196730136105995e-14,-2.1205189846994553e-10,5.6196730136105996e-05,-0.21205189846994554,-2.119957017398094e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.49975,5.6659934995521966e-14,-2.1031833718316622e-10,5.6659934995521966e-05,-0.21031833718316623,-2.1026167724817069e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.5,5.712695784828489e-14,-2.0859894806252573e-10,5.7126957848284895e-05,-0.2085989480625257,-2.0854182110467743e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.5002500000000001,5.759783016443033e-14,-2.068936152480897e-10,5.759783016443033e-05,-0.20689361524808972,-2.0683601741792528e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.5005000000000001,5.80725836733864e-14,-2.0520222382710425e-10,5.8072583673386406e-05,-0.20520222382710426,-2.0514415124343085e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.50075,5.855125036611397e-14,-2.0352465982624186e-10,5.855125036611397e-05,-0.20352465982624185,-2.0346610857587575e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.501,5.903386249726067e-14,-2.0186081020393084e-10,5.9033862497260666e-05,-0.20186081020393085,-2.0180177634143357e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.50125,5.952045258733521e-14,-2.00210562842731e-10,5.952045258733521e-05,-0.20021056284273098,-2.0015104239014366e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.5015000000000001,6.001105342489865e-14,-1.9857380654178397e-10,6.001105342489865e-05,-0.19857380654178397,-1.9851379548835908e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.50175,6.050569806877307e-14,-1.9695043100931715e-10,6.050569806877307e-05,-0.19695043100931717,-1.9688992531124837e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.502,6.100441985027048e-14,-1.9534032685521277e-10,6.1004419850270484e-05,-0.19534032685521277,-1.952793224353625e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.5022500000000001,6.15072523754382e-14,-1.9374338558363491e-10,6.15072523754382e-05,-0.1937433855836349,-1.9368187833125948e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.5025000000000001,6.201422952732275e-14,-1.9215949958572255e-10,6.201422952732275e-05,-0.19215949958572254,-1.9209748535619522e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.50275,6.252538546825409e-14,-1.9058856213233377e-10,6.252538546825409e-05,-0.19058856213233377,-1.905260367468655e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.503,6.304075464214739e-14,-1.8903046736685678e-10,6.304075464214739e-05,-0.18903046736685677,-1.8896742661221464e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.50325,6.356037177682353e-14,-1.87485110298076e-10,6.356037177682353e-05,-0.18748511029807602,-1.8742154992629918e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.5035000000000001,6.408427188634973e-14,-1.859523867930967e-10,6.408427188634973e-05,-0.1859523867930967,-1.8588830252121034e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.50375,6.461249027339813e-14,-1.8443219357033074e-10,6.461249027339813e-05,-0.18443219357033075,-1.8436758108005733e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.504,6.514506253162588e-14,-1.8292442819253277e-10,6.514506253162589e-05,-0.18292442819253277,-1.8285928313000114e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.50425,6.568202454807273e-14,-1.814289890599016e-10,6.568202454807273e-05,-0.1814289890599016,-1.8136330703535353e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.5045000000000001,6.622341250557969e-14,-1.799457754032297e-10,6.62234125055797e-05,-0.1799457754032297,-1.798795519907241e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.50475,6.676926288522627e-14,-1.784746872771186e-10,6.676926288522627e-05,-0.1784746872771186,-1.7840791801423336e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.505,6.731961246879011e-14,-1.770156255532382e-10,6.731961246879012e-05,-0.1770156255532382,-1.769483059407694e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.50525,6.787449834122463e-14,-1.7556849191365194e-10,6.787449834122463e-05,-0.17556849191365193,-1.7550061741531071e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.5055000000000001,6.843395789315836e-14,-1.741331888441866e-10,6.843395789315836e-05,-0.1741331888441866,-1.7406475488629343e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.50575,6.899802882341358e-14,-1.7270961962786866e-10,6.899802882341358e-05,-0.17270961962786865,-1.7264062159904526e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.506,6.956674914154814e-14,-1.7129768833839853e-10,6.956674914154814e-05,-0.17129768833839853,-1.7122812158925698e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.50625,7.01401571704154e-14,-1.6989729983369383e-10,7.01401571704154e-05,-0.16989729983369384,-1.698271596765234e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.5065000000000001,7.071829154874779e-14,-1.6850835974947243e-10,7.071829154874779e-05,-0.16850835974947243,-1.684376414579237e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.50675,7.130119123375855e-14,-1.6713077449290037e-10,7.130119123375855e-05,-0.16713077449290037,-1.670594733016666e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.507,7.188889550376912e-14,-1.6576445123627866e-10,7.188889550376912e-05,-0.16576445123627867,-1.6569256234077488e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.50725,7.248144396085435e-14,-1.6440929791079198e-10,7.248144396085435e-05,-0.16440929791079198,-1.6433681646683114e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.5075000000000001,7.307887653351214e-14,-1.63065223200302e-10,7.307887653351214e-05,-0.163065223200302,-1.629921443237685e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.50775,7.368123347935212e-14,-1.617321365351992e-10,7.368123347935212e-05,-0.16173213653519922,-1.6165845530171985e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.508,7.428855538781074e-14,-1.604099480862936e-10,7.428855538781074e-05,-0.16040994808629358,-1.6033565953090579e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.50825,7.490088318288497e-14,-1.590985687587655e-10,7.490088318288497e-05,-0.15909856875876552,-1.5902366787558263e-10
1,au_pd_independent,Independent Au/Pd,with EDL,0.5085000000000001,7.551825812589043e-14,-1.577979101861595e-10,7.551825812589043e-05,-0.1577979101861595,-1.577223919280336e-10
