run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,out_of_plane_width,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,pH,pH_ref,E1_eq_pH_slope_V_per_pH,E2_eq_pH_slope_V_per_pH,it0_1_pH_order,it0_2_pH_order,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,dh_warn_threshold,dh_violation_action,do_ofat,do_heatmaps,do_sensitivities,ofat_n,ofat_L_gap_n,heatmap_nx,heatmap_ny,scan_mode,heatmap_mode,sensitivity_mode,ofat_pH_min,ofat_pH_max,ofat_C_tot_min,ofat_C_tot_max,heatmap_C_tot_min,heatmap_C_tot_max,heatmap_L_min,heatmap_L_max,heatmap_Cdl_C_min,heatmap_Cdl_C_max,heatmap_pzc_span,heatmap_pzc_C_offsets,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,i_mix_norm_A_per_m2,i_mix_phys_A_per_m,i_mix_abs_A,i_mix_avg_A_per_m2,residual,residual_norm_A_per_m2,residual_phys_A_per_m,residual_abs_A,residual_avg_A_per_m2,converged,method,iterations,out_of_plane_width_m,reactive_length_m,reactive_area_m2,a1,b1,a2,b2,max_abs_phi_tilde,debye_huckel_ok,delta_pH,E1_eq_eff,E2_eq_eff,it0_1_eff,it0_2_eff,use_edl_case,C_tot_M,scan_param,scan_value,scan_value_M,pzc_Au_V,pzc_Pd_V,Cdl_Au_uF_per_cm2,Cdl_Pd_uF_per_cm2,L_Au_nm,L_Pd_len_nm
heatmap_compare:CdlAu_vs_CdlPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.2870147184764281,0.1,0.5357375462634928,1.255837127200564,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,1.932784140578219,1.932784140578219,5.878017703936221e-09,5.878017703936221e-11,0.11756035407872442,6.439293542825908e-15,6.439293542825908e-15,1.9583294715078452e-23,1.9583294715078452e-25,3.91665894301569e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,28.70147184764281,53.57375462634928,,
heatmap_compare:CdlAu_vs_CdlPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.32517245631211816,0.1,0.5357375462634928,1.4227968710019288,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6137715339891495,1.0325144421261119,1.0325144421261119,3.140101392063084e-09,3.1401013920630844e-11,0.06280202784126168,3.4603075960149e-10,3.4603075960149e-10,1.052354936250442e-18,1.052354936250442e-20,2.104709872500884e-11,True,brentq,17,0.01,5e-08,5e-10,0.581510595478152,-0.5381000171870052,0.6947431417811707,-0.540586514585455,7.237870857534842,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,32.517245631211814,53.57375462634928,,
heatmap_compare:CdlAu_vs_CdlPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.32517245631211816,0.1,0.5357375462634928,1.4227968710019288,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,1.932784140578219,1.932784140578219,5.878017703936221e-09,5.878017703936221e-11,0.11756035407872442,6.439293542825908e-15,6.439293542825908e-15,1.9583294715078452e-23,1.9583294715078452e-25,3.91665894301569e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,32.517245631211814,53.57375462634928,,
heatmap_compare:CdlAu_vs_CdlPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.36840314986403866,0.1,0.5357375462634928,1.6119534072427366,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.616653094041288,0.9387912242144554,0.9387912242144554,2.855068665133848e-09,2.855068665133848e-11,0.05710137330267696,-5.146876258521615e-10,-5.146876258521615e-10,-1.5652772149976535e-18,-1.5652772149976536e-20,-3.130554429995307e-11,True,brentq,17,0.01,5e-08,5e-10,0.6111640671986102,-0.5658402608453422,0.6947504126032175,-0.5405935923971248,7.537054256307851,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,36.84031498640387,53.57375462634928,,
heatmap_compare:CdlAu_vs_CdlPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.36840314986403866,0.1,0.5357375462634928,1.6119534072427366,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,1.932784140578219,1.932784140578219,5.878017703936221e-09,5.878017703936221e-11,0.11756035407872442,6.439293542825908e-15,6.439293542825908e-15,1.9583294715078452e-23,1.9583294715078452e-25,3.91665894301569e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,36.84031498640387,53.57375462634928,,
heatmap_compare:CdlAu_vs_CdlPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.4173812332354283,0.1,0.5357375462634928,1.8262577322732567,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6194192914920023,0.856834953559976,0.856834953559976,2.6058217887022673e-09,2.6058217887022674e-11,0.052116435774045344,1.0547118733938987e-14,1.0547118733938987e-14,3.2076086171249187e-23,3.2076086171249188e-25,6.415217234249837e-16,True,brentq,18,0.01,5e-08,5e-10,0.640042982773296,-0.5928585098786449,0.6947576565037746,-0.5406006534035107,7.8220637238123825,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,41.73812332354283,53.57375462634928,,
heatmap_compare:CdlAu_vs_CdlPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.4173812332354283,0.1,0.5357375462634928,1.8262577322732567,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,1.932784140578219,1.932784140578219,5.878017703936221e-09,5.878017703936221e-11,0.11756035407872442,6.439293542825908e-15,6.439293542825908e-15,1.9583294715078452e-23,1.9583294715078452e-25,3.91665894301569e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,41.73812332354283,53.57375462634928,,
heatmap_compare:CdlAu_vs_CdlPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.4728708045015879,0.1,0.5357375462634928,2.069053168473885,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6220575923825667,0.785344689687841,0.785344689687841,2.388404319323733e-09,2.388404319323733e-11,0.04776808638647466,1.284528039491306e-13,1.284528039491306e-13,3.906529652645822e-22,3.9065296526458216e-24,7.813059305291643e-15,True,brentq,18,0.01,5e-08,5e-10,0.6679644873372156,-0.618983637691297,0.6947648271720565,-0.5406076527607009,8.091787314699005,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,47.28708045015879,53.57375462634928,,
heatmap_compare:CdlAu_vs_CdlPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.4728708045015879,0.1,0.5357375462634928,2.069053168473885,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,1.932784140578219,1.932784140578219,5.878017703936221e-09,5.878017703936221e-11,0.11756035407872442,6.439293542825908e-15,6.439293542825908e-15,1.9583294715078452e-23,1.9583294715078452e-25,3.91665894301569e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,47.28708045015879,53.57375462634928,,
heatmap_compare:CdlAu_vs_CdlPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.5357375462634928,0.1,0.5357375462634928,2.344127522813014,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6245582835689515,0.7230988679276757,0.7230988679276757,2.19910121267011e-09,2.19910121267011e-11,0.0439820242534022,8.979483823168266e-13,8.979483823168266e-13,2.730856683716457e-21,2.730856683716457e-23,5.4617133674329135e-14,True,brentq,18,0.01,5e-08,5e-10,0.6947718806074358,-0.644068921535847,0.6947718806074358,-0.5406145476247888,8.345457795357827,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,53.57375462634928,53.57375462634928,,
heatmap_compare:CdlAu_vs_CdlPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.5357375462634928,0.1,0.5357375462634928,2.344127522813014,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,1.932784140578219,1.932784140578219,5.878017703936221e-09,5.878017703936221e-11,0.11756035407872442,6.439293542825908e-15,6.439293542825908e-15,1.9583294715078452e-23,1.9583294715078452e-25,3.91665894301569e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,53.57375462634928,53.57375462634928,,
heatmap_compare:CdlAu_vs_CdlPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.6069622310029172,0.1,0.5357375462634928,2.6557721797272573,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6269144627424296,0.6689724204852716,0.6689724204852716,2.0344908924392933e-09,2.0344908924392934e-11,0.040689817848785864,4.4004799804042705e-12,4.4004799804042705e-12,1.3382818436669819e-20,1.3382818436669818e-22,2.676563687333964e-13,True,brentq,18,0.01,5e-08,5e-10,0.7203371349159636,-0.6679944060978463,0.6947787759824829,-0.5406212979799465,8.582648050076582,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,60.696223100291725,53.57375462634928,,
heatmap_compare:CdlAu_vs_CdlPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.6069622310029172,0.1,0.5357375462634928,2.6557721797272573,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,1.932784140578219,1.932784140578219,5.878017703936221e-09,5.878017703936221e-11,0.11756035407872442,6.439293542825908e-15,6.439293542825908e-15,1.9583294715078452e-23,1.9583294715078452e-25,3.91665894301569e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,60.696223100291725,53.57375462634928,,
heatmap_compare:CdlAu_vs_CdlPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.6876560219336321,0.1,0.5357375462634928,3.0088490502211815,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6291219318582595,0.6219450927538205,0.6219450927538205,1.891470542069705e-09,1.891470542069705e-11,0.037829410841394094,1.6343926212414317e-11,1.6343926212414317e-11,4.970544077398007e-20,4.970544077398008e-22,9.941088154796015e-13,True,brentq,18,0.01,5e-08,5e-10,0.7445619754140042,-0.6906679243877714,0.69478547629714,-0.5406278672718335,8.803205108965955,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,68.76560219336321,53.57375462634928,,
heatmap_compare:CdlAu_vs_CdlPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.6876560219336321,0.1,0.5357375462634928,3.0088490502211815,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,1.932784140578219,1.932784140578219,5.878017703936221e-09,5.878017703936221e-11,0.11756035407872442,6.439293542825908e-15,6.439293542825908e-15,1.9583294715078452e-23,1.9583294715078452e-25,3.91665894301569e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,68.76560219336321,53.57375462634928,,
heatmap_compare:CdlAu_vs_CdlPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.779077808054444,0.1,0.5357375462634928,3.408866421647149,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6311790103943793,0.5811031171982324,0.5811031171982324,1.7672611953872258e-09,1.7672611953872258e-11,0.035345223907744514,7.80486786311485e-14,7.80486786311485e-14,2.3736303766724396e-22,2.3736303766724397e-24,4.747260753344879e-15,True,brentq,20,0.01,5e-08,5e-10,0.7673776282618542,-0.7120248740077281,0.6947919488088595,-0.5406342228309201,9.007238444657563,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,77.9077808054444,53.57375462634928,,
heatmap_compare:CdlAu_vs_CdlPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.779077808054444,0.1,0.5357375462634928,3.408866421647149,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,1.932784140578219,1.932784140578219,5.878017703936221e-09,5.878017703936221e-11,0.11756035407872442,6.439293542825908e-15,6.439293542825908e-15,1.9583294715078452e-23,1.9583294715078452e-25,3.91665894301569e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,77.9077808054444,53.57375462634928,,
heatmap_compare:CdlAu_vs_CdlPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.8826538438450512,0.1,0.5357375462634928,3.862064891483746,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6330862870416655,0.5456361968885642,0.5456361968885642,1.659398562873097e-09,1.659398562873097e-11,0.03318797125746194,1.8340884366807586e-13,1.8340884366807586e-13,5.57786256367407e-22,5.57786256367407e-24,1.1155725127348138e-14,True,brentq,20,0.01,5e-08,5e-10,0.7887434267811744,-0.7320269255734624,0.6947981652417328,-0.5406403360877148,9.195201461531433,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,88.26538438450513,53.57375462634928,,
heatmap_compare:CdlAu_vs_CdlPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,0.8826538438450512,0.1,0.5357375462634928,3.862064891483746,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,1.932784140578219,1.932784140578219,5.878017703936221e-09,5.878017703936221e-11,0.11756035407872442,6.439293542825908e-15,6.439293542825908e-15,1.9583294715078452e-23,1.9583294715078452e-25,3.91665894301569e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,88.26538438450513,53.57375462634928,,
heatmap_compare:CdlAu_vs_CdlPd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,1.0,0.1,0.5357375462634928,4.375514725749868,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.634846329105124,0.5148314304480612,0.5148314304480612,1.5657145561072266e-09,1.5657145561072267e-11,0.03131429112214453,3.5704772471945034e-13,3.5704772471945034e-13,1.0858599276498672e-21,1.0858599276498672e-23,2.1717198552997342e-14,True,brentq,20,0.01,5e-08,5e-10,0.8086445181674666,-0.750659889378676,0.6948041017936385,-0.5406461825971953,9.3675921608532,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,100.0,53.57375462634928,,
heatmap_compare:CdlAu_vs_CdlPd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.5e-08,1e-08,2.5e-08,0.01,1.0,0.1,0.5357375462634928,4.375514725749868,0.43755147257498683,2.344127522813014,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4670000000000001,1.932784140578219,1.932784140578219,5.878017703936221e-09,5.878017703936221e-11,0.11756035407872442,6.439293542825908e-15,6.439293542825908e-15,1.9583294715078452e-23,1.9583294715078452e-25,3.91665894301569e-16,True,brentq,3,0.01,5e-08,5e-10,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,100.0,53.57375462634928,,
