run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,out_of_plane_width,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,pH,pH_ref,E1_eq_pH_slope_V_per_pH,E2_eq_pH_slope_V_per_pH,it0_1_pH_order,it0_2_pH_order,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,dh_warn_threshold,dh_violation_action,do_ofat,do_heatmaps,do_sensitivities,ofat_n,ofat_L_gap_n,heatmap_nx,heatmap_ny,scan_mode,heatmap_mode,sensitivity_mode,ofat_pH_min,ofat_pH_max,ofat_C_tot_min,ofat_C_tot_max,heatmap_C_tot_min,heatmap_C_tot_max,heatmap_L_min,heatmap_L_max,heatmap_Cdl_C_min,heatmap_Cdl_C_max,heatmap_pzc_span,heatmap_pzc_C_offsets,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,i_mix_norm_A_per_m2,i_mix_phys_A_per_m,i_mix_abs_A,i_mix_avg_A_per_m2,residual,residual_norm_A_per_m2,residual_phys_A_per_m,residual_abs_A,residual_avg_A_per_m2,converged,method,iterations,out_of_plane_width_m,reactive_length_m,reactive_area_m2,a1,b1,a2,b2,max_abs_phi_tilde,debye_huckel_ok,delta_pH,E1_eq_eff,E2_eq_eff,it0_1_eff,it0_2_eff,use_edl_case,C_tot_M,scan_param,scan_value,scan_value_M,pzc_Au_V,pzc_Pd_V,Cdl_Au_uF_per_cm2,Cdl_Pd_uF_per_cm2,L_Au_nm,L_Pd_len_nm
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,4.358333333333333e-08,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5427807791847272,14.73668446145101,14.73668446145101,4.4817468408974295e-08,4.4817468408974295e-10,0.0510885932276709,-1.1013412404281553e-12,-1.1013412404281553e-12,-3.349418682303073e-21,-3.349418682303073e-23,-3.818089122032572e-15,True,brentq,18,0.01,8.772499999999999e-07,8.7725e-09,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,43.58333333333333,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,8.516666666666667e-08,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.636389511324487,14.090300555273844,14.090300555273844,4.285167411033515e-08,4.285167411033515e-10,0.04663704782550533,4.56732074383126e-09,4.56732074383126e-09,1.3890217551021354e-17,1.3890217551021353e-19,1.5117232959573393e-11,True,brentq,17,0.01,9.188333333333333e-07,9.188333333333334e-09,0.46316612435152743,-0.42869007798784886,0.6359609742577983,-0.49591225607501493,6.000254862833019,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,85.16666666666667,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,8.516666666666667e-08,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5255779708965166,20.600339990165576,20.600339990165576,6.26501224979387e-08,6.26501224979387e-10,0.06818442499322187,-1.0302869668521453e-13,-1.0302869668521453e-13,-3.1333271544125524e-22,-3.1333271544125523e-24,-3.410114806180902e-16,True,brentq,18,0.01,9.188333333333333e-07,9.188333333333334e-09,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,85.16666666666667,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.2675e-07,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6304730219706977,17.013637357053575,17.013637357053575,5.174217828753152e-08,5.174217828753152e-10,0.0538747192581673,5.293440352716061e-09,5.293440352716061e-09,1.6098505495128362e-17,1.6098505495128364e-19,1.6762001383213915e-11,True,brentq,17,0.01,9.604166666666666e-07,9.604166666666667e-09,0.46422816675820344,-0.4303175549563298,0.635944218758788,-0.49589269748227527,6.075068648456924,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,126.75,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.2675e-07,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5153681063095256,25.131218563854656,25.131218563854656,7.642951146920902e-08,7.642951146920902e-10,0.07957953471848227,-8.487432978654397e-12,-8.487432978654397e-12,-2.5812133006522716e-20,-2.5812133006522714e-22,-2.68759736293512e-14,True,brentq,18,0.01,9.604166666666666e-07,9.604166666666667e-09,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,126.75,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.6833333333333332e-07,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6260497152826583,19.582567459111324,19.582567459111324,5.955485446954566e-08,5.955485446954566e-10,0.05943598250453659,7.827445358543628e-09,7.827445358543628e-09,2.380496684971161e-17,2.3804966849711614e-19,2.3757451945819973e-11,True,brentq,17,0.01,1.0019999999999999e-06,1.002e-08,0.4647353254931689,-0.4310941256907437,0.63593043175404,-0.49587584267445023,6.1887805858204175,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,168.33333333333331,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,1.6833333333333332e-07,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5080824115366815,28.961738298960277,28.961738298960277,8.807895661184766e-08,8.807895661184767e-10,0.08790315031122521,-3.4990677022506134e-11,-3.4990677022506134e-11,-1.0641427290968699e-19,-1.0641427290968699e-21,-1.062018691713443e-13,True,brentq,14,0.01,1.0019999999999999e-06,1.002e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,168.33333333333331,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.0991666666666664e-07,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6225988067848995,21.855611616190245,21.855611616190245,6.646767702258128e-08,6.646767702258128e-10,0.0636917770718658,8.321674016542602e-09,8.321674016542602e-09,2.530802388568331e-17,2.5308023885683313e-19,2.4251080941323944e-11,True,brentq,17,0.01,1.0435833333333334e-06,1.0435833333333334e-08,0.4650974601518647,-0.43163066018373625,0.6359210662266054,-0.4958660423575471,6.261938217916853,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,209.91666666666666,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.0991666666666664e-07,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.5024135520352195,32.34171337596141,32.34171337596141,9.835819728045756e-08,9.835819728045756e-10,0.09425044856388172,1.0373923942097463e-11,1.0373923942097463e-11,3.154936307201604e-20,3.154936307201604e-22,3.0231762106858776e-14,True,brentq,16,0.01,1.0435833333333334e-06,1.0435833333333334e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,209.91666666666666,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.515e-07,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6197606645132991,23.92217524417618,23.92217524417618,7.275254729680548e-08,7.275254729680548e-10,0.06704274055918183,6.009884145896649e-09,6.009884145896649e-09,1.8277367175424876e-17,1.8277367175424877e-19,1.68429124639148e-11,True,brentq,17,0.01,1.0851666666666666e-06,1.0851666666666666e-08,0.46527638333358945,-0.4319178024783238,0.6358973056337844,-0.4958374759482124,6.275970566694685,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,251.5,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.515e-07,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4977726499053485,35.400431676565894,35.400431676565894,1.076604260937218e-07,1.076604260937218e-09,0.09921095938601303,1.908517788251629e-11,1.908517788251629e-11,5.80421843913939e-20,5.80421843913939e-22,5.3486884710238585e-14,True,brentq,16,0.01,1.0851666666666666e-06,1.0851666666666666e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,251.5,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.930833333333333e-07,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6173486783727206,25.832998131761222,25.832998131761222,7.85637760452736e-08,7.85637760452736e-10,0.06972600492147647,3.3780089836454863e-09,3.3780089836454863e-09,1.0273261350325224e-17,1.0273261350325223e-19,9.117604925959818e-12,True,brentq,17,0.01,1.1267499999999998e-06,1.1267499999999998e-08,0.4654560967107486,-0.432183227563994,0.6358818153073299,-0.49582097110368456,6.296119052797078,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,293.0833333333333,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,2.930833333333333e-07,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4938435087418627,38.2151109065995,38.2151109065995,1.1622047891994662e-07,1.1622047891994662e-09,0.10314664204122177,-2.011326216688758e-09,-2.011326216688758e-09,-6.116881270844185e-18,-6.116881270844185e-20,-5.428783022715054e-12,True,brentq,16,0.01,1.1267499999999998e-06,1.1267499999999998e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,293.0833333333333,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,3.3466666666666665e-07,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6152231023999254,27.638302155095193,27.638302155095193,8.405409893615254e-08,8.405409893615255e-10,0.07194359395391088,1.5412666698466637e-09,1.5412666698466637e-09,4.687327768084444e-18,4.687327768084444e-20,4.011978118189253e-12,True,brentq,17,0.01,1.1683333333333333e-06,1.1683333333333334e-08,0.46558079063205227,-0.43236701451852033,0.6358680940940646,-0.4958059913104939,6.334647391538626,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,334.66666666666663,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,3.3466666666666665e-07,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.49043656082999243,40.83624420141643,40.83624420141643,1.2419191638564382e-07,1.2419191638564382e-09,0.10629835924591483,7.647571464985958e-11,7.647571464985958e-11,2.325793114685676e-19,2.325793114685676e-21,1.9906931081475113e-13,True,brentq,11,0.01,1.1683333333333333e-06,1.1683333333333334e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,334.66666666666663,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,3.7625e-07,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6133467184705882,29.33716391367681,29.33716391367681,8.922070770731906e-08,8.922070770731905e-10,0.07374120066725177,6.067253366381919e-10,6.067253366381919e-10,1.8451839475043683e-18,1.8451839475043682e-20,1.5250504421828236e-12,True,brentq,17,0.01,1.2099166666666668e-06,1.2099166666666668e-08,0.46567400016460503,-0.4325064634968286,0.6358517647108326,-0.49578784189006037,6.356101445949749,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,376.25,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,3.7625e-07,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4874291475467747,43.298995130231106,43.298995130231106,1.3168167856655003e-07,1.3168167856655004e-09,0.10883532907215375,4.4234838014745037e-10,4.4234838014745037e-10,1.3452778068824375e-18,1.3452778068824376e-20,1.1118764159094463e-12,True,brentq,16,0.01,1.2099166666666668e-06,1.2099166666666668e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,376.25,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,4.178333333333333e-07,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6116584251923638,30.953007022814024,30.953007022814024,9.413483867667316e-08,9.413483867667316e-10,0.07521760980956706,2.0720136717500282e-10,2.0720136717500282e-10,6.301445044815478e-19,6.3014450448154786e-21,5.035113899173375e-13,True,brentq,17,0.01,1.2515e-06,1.2515e-08,0.4657433351670413,-0.43261158466586086,0.6358354828567462,-0.49576929587610946,6.374990946645394,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,417.8333333333333,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,4.178333333333333e-07,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4847373205076438,45.62901618287408,45.62901618287408,1.3876778027363575e-07,1.3876778027363575e-09,0.11088116681872613,-5.3839883662476495e-09,-5.3839883662476495e-09,-1.6373881733695647e-17,-1.6373881733695646e-19,-1.3083405300595802e-11,True,brentq,15,0.01,1.2515e-06,1.2515e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,417.8333333333333,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,4.5941666666666665e-07,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.6101100631680852,32.508056482461456,32.508056482461456,9.886408291166027e-08,9.886408291166027e-10,0.07645608010181887,6.067324420655495e-11,6.067324420655495e-11,1.8452055566571574e-19,1.8452055566571575e-21,1.4269811612996e-13,True,brentq,17,0.01,1.2930833333333332e-06,1.2930833333333332e-08,0.465806434588616,-0.43270119805128016,0.6358259710265515,-0.49575913572046876,6.4222535580808735,False,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,with_edl_FULL,0.01,,,,,,,,459.41666666666663,833.6666666666666
heatmap_compare:LAu_vs_LPd_linear:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,10.0,3.0412178890177212e-09,4.5941666666666665e-07,1e-08,8.336666666666667e-07,0.01,0.2,0.1,0.4,0.8751029451499737,0.43755147257498683,1.7502058902999473,0.93,0.5,0.78,0.0001852573885166257,0.0001852573885166257,0.5,0.5,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,15,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,1000000.0,0.1,10000.0,2e-09,1e-06,0.05,1.0,0.3,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4823010921381061,47.84570259549627,47.84570259549627,1.4550920664604488e-07,1.4550920664604488e-09,0.11252887025536758,-8.526512829121202e-14,-8.526512829121202e-14,-2.5930983346862503e-22,-2.5930983346862503e-24,-2.005360573321841e-16,True,brentq,15,0.01,1.2930833333333332e-06,1.2930833333333332e-08,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,0.0001852573885166257,0.0001852573885166257,without_edl,0.01,,,,,,,,459.41666666666663,833.6666666666666
