material,condition,curve_source,C_tot_M,C_tot_mol_per_m3,E_mix_V,lambda_D_nm,distance_from_RP_nm,phi_bar_tilde,phi_bar_V,phi_bar_mV
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,0.5702283541908226,-7.355952845025229,-0.18888845729548476,-188.88845729548476
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,0.6177473837067246,-7.241909366707135,-0.18596001319885297,-185.96001319885298
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,0.6652664132226265,-7.129633968639268,-0.18307697041974946,-183.07697041974947
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,0.7127854427385283,-7.019099239278088,-0.18023862507598787,-180.23862507598787
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,0.7603044722544302,-6.910278192056651,-0.17744428419806377,-177.44428419806377
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,0.8078235017703321,-6.803144258795948,-0.17469326555996884,-174.69326555996884
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,0.8553425312862339,-6.697671283218411,-0.17198489751262896,-171.98489751262898
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,0.9028615608021359,-6.593833514561967,-0.16931851881992355,-169.31851881992355
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,0.9503805903180378,-6.491605601293107,-0.16669347849724792,-166.69347849724792
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,0.9978996198339396,-6.390962584917416,-0.16410913565257826,-164.10913565257826
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.0454186493498416,-6.29187989388607,-0.1615648593300005,-161.5648593300005
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.0929376788657434,-6.194333337596803,-0.15906002835566552,-159.0600283556655
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.1404567083816453,-6.098299100487872,-0.1565940311861319,-156.5940311861319
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.1879757378975473,-6.003753736223597,-0.1541662657590607,-154.1662657590607
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.235494767413449,-5.91067416197004,-0.15177613934622414,-151.77613934622414
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.283013796929351,-5.819037652759433,-0.14942306840879405,-149.42306840879405
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.330532826445253,-5.728821835941977,-0.14710647845487315,-147.10647845487316
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.3780518559611548,-5.6400046857236585,-0.1448258038992355,-144.8258038992355
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.4255708854770566,-5.55256451778875,-0.14258048792524133,-142.58048792524133
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.4730899149929586,-5.466479984005678,-0.14036998234889275,-140.36998234889276
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.5206089445088604,-5.3817300672149715,-0.13819374748499696,-138.19374748499698
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.5681279740247622,-5.298294076098016,-0.1360512520154046,-136.0512520154046
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.6156470035406643,-5.21615164012536,-0.13394197285929074,-133.94197285929073
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.663166033056566,-5.135282704583334,-0.13186539504544686,-131.86539504544686
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.7106850625724679,-5.055667525677791,-0.1298210115865531,-129.82101158655308
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.75820409208837,-4.9772866657137325,-0.12780832335539932,-127.80832335539932
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.8057231216042717,-4.900120988349699,-0.12582683896302577,-125.82683896302576
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.8532421511201735,-4.824151653925699,-0.12387607463875216,-123.87607463875216
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.9007611806360756,-4.749360114863599,-0.12195555411206754,-121.95555411206755
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.9482802101519774,-4.67572811113881,-0.12006480849635076,-120.06480849635076
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,1.9957992396678792,-4.603237665822188,-0.11820337617439404,-118.20337617439404
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.0433182691837812,-4.531871080691037,-0.11637080268570092,-116.37080268570092
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.0908372986996833,-4.461610931908174,-0.11456664061553193,-114.56664061553192
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.138356328215585,-4.392440065767978,-0.11279044948567032,-112.79044948567032
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.185875357731487,-4.324341594508376,-0.11104179564688094,-111.04179564688094
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.233394387247389,-4.257298892187783,-0.10932025217303694,-109.32025217303693
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.2809134167632905,-4.191295590625945,-0.10762539875688763,-107.62539875688763
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.3284324462791925,-4.1263155754077205,-0.10595682160744216,-105.95682160744217
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.3759514757950946,-4.062342981948823,-0.10431411334894448,-104.31411334894449
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.423470505310996,-3.9993621916225424,-0.10269687292141416,-102.69687292141415
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.470989534826898,-3.9373578279465344,-0.10110470548272946,-101.10470548272946
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.5185085643428002,-3.876314752828717,-0.09953722231222832,-99.53722231222832
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.566027593858702,-3.8162180628713727,-0.09799404071580403,-97.99404071580403
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.613546623374604,-3.7570530857325477,-0.09647478393247198,-96.47478393247198
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.661065652890506,-3.698805376543868,-0.0949790810423853,-94.9790810423853
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.7085846824064075,-3.6414607143838866,-0.09350656687627626,-93.50656687627625
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.7561037119223095,-3.5850050988061053,-0.09205688192630192,-92.05688192630191
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.8036227414382116,-3.5294247464208333,-0.09062967225827183,-90.62967225827182
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.851141770954113,-3.4747060875300266,-0.08922458942523649,-89.22458942523649
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.898660800470015,-3.4208357628143142,-0.08784129038241578,-87.84129038241578
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.946179829985917,-3.3678006200713706,-0.08647943740344578,-86.47943740344579
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,2.993698859501819,-3.31558771100487,-0.08513869799792463,-85.13869799792464
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.041217889017721,-3.264184288063212,-0.0838187448302363,-83.8187448302363
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.088736918533623,-3.2135778013272676,-0.08251925563963311,-82.51925563963312
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.1362559480495245,-3.163755895446369,-0.08123991316155725,-81.23991316155725
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.1837749775654265,-3.114706406621806,-0.0799804050501819,-79.9804050501819
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.2312940070813285,-3.0664173596370867,-0.07874042380215346,-78.74042380215346
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.27881303659723,-3.0188769649342437,-0.07751966668151593,-77.51966668151593
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.326332066113132,-2.9720736157354644,-0.0763178356457993,-76.3178356457993
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.373851095629034,-2.9259958852093457,-0.07513463727325376,-75.13463727325376
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.4213701251449358,-2.8806325236810877,-0.0739697826912121,-73.9697826912121
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.468889154660838,-2.835972455885929,-0.07282298750556265,-72.82298750556265
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.51640818417674,-2.7920047782651736,-0.07169397173131578,-71.69397173131578
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.5639272136926414,-2.7487187563041395,-0.07058245972424687,-70.58245972424687
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.6114462432085435,-2.7061038219113627,-0.06948818011359878,-69.48818011359877
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.6589652727244455,-2.664149570838455,-0.06841086573582808,-68.41086573582808
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.706484302240347,-2.6228457601399464,-0.06735025356937811,-67.35025356937811
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.754003331756249,-2.58218230567252,-0.06630608467046356,-66.30608467046356
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.801522361272151,-2.5421492796330054,-0.06527810410985029,-65.27810410985029
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.8490413907880527,-2.50273690813456,-0.06426606091061572,-64.26606091061572
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.8965604203039548,-2.4639355688204057,-0.06326970798687372,-63.26970798687372
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.944079449819857,-2.4257357885145843,-0.06228880208344982,-62.28880208344982
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,3.9915984793357584,-2.388128240909113,-0.061323103716491405,-61.3231037164914
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.03911750885166,-2.3511037442870157,-0.06037237711499891,-60.37237711499891
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.0866365383675625,-2.3146532592806413,-0.05943639016326328,-59.436390163263276
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.1341555678834645,-2.2787678866647476,-0.05851491434419601,-58.514914344196015
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.1816745973993665,-2.2434388651837875,-0.057607724683537614,-57.60772468353761
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.229193626915268,-2.208657569412896,-0.05671459969493131,-56.71459969493131
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.27671265643117,-2.174415507652022,-0.05583532132584791,-55.835321325847914
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.324231685947072,-2.1407043198527216,-0.05496967490434935,-54.96967490434935
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.371750715462974,-2.1075157755770912,-0.054117449086677566,-54.11744908667757
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.419269744978876,-2.0748417719883356,-0.053278435805655645,-53.27843580565565
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.466788774494778,-2.0426743318725045,-0.05245243021988936,-52.45243021988936
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.514307804010679,-2.011005601690884,-0.05163923066375589,-51.63923066375589
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.561826833526581,-1.979827849662593,-0.050838638598168104,-50.8386385981681
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.609345863042483,-1.9491334638769022,-0.050050458562102135,-50.050458562102136
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.656864892558385,-1.9189149504348197,-0.04927449812487638,-49.27449812487638
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.704383922074287,-1.8891649316194896,-0.04851056783917047,-48.51056783917047
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.751902951590189,-1.8598761440949536,-0.047758481194772474,-47.75848119477247
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.79942198110609,-1.8310414371328398,-0.04701805457304332,-47.018054573043315
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.846941010621992,-1.8026537708665429,-0.04628910720208698,-46.28910720208698
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.894460040137894,-1.774706214572476,-0.045571461112616035,-45.571461112616035
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.941979069653796,-1.747191944977958,-0.044864941094501,-44.864941094501006
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,4.989498099169698,-1.7201042445953494,-0.04416937465399377,-44.16937465399377
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.0370171286856005,-1.6934365000820006,-0.043484591971613855,-43.48459197161385
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.084536158201502,-1.6671822006256392,-0.04281042586068784,-42.81042586068784
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.132055187717404,-1.6413349363547776,-0.042146711726531366,-42.146711726531365
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.179574217233306,-1.6158883967737772,-0.041493287526264196,-41.4932875262642
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.227093246749208,-1.5908363692221654,-0.04084999372924806,-40.84999372924806
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.27461227626511,-1.5661727373578418,-0.04021667327813798,-40.21667327813798
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.322131305781012,-1.5418914796638028,-0.039593171550537466,-39.59317155053747
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.369650335296913,-1.5179866679780112,-0.03897933632124804,-38.97933632124804
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.417169364812815,-1.4944524660460639,-0.038375017725104196,-38.37501772510419
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.464688394328717,-1.4712831280962961,-0.03778006822038448,-37.78006822038448
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.512207423844619,-1.4484729974369752,-0.03719434255278978,-37.19434255278978
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.559726453360521,-1.426016505075246,-0.03661769771998018,-36.61769771998018
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.607245482876423,-1.4039081683574848,-0.03604999293666156,-36.04999293666155
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.654764512392324,-1.3821425896307329,-0.035491089600213445,-35.49108960021344
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.702283541908226,-1.3607144549248846,-0.034940851256849835,-34.94085125684983
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.749802571424128,-1.3396185326553054,-0.03439914356830461,-34.39914356830461
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.79732160094003,-1.3188496723455612,-0.03386583427903339,-33.86583427903339
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.844840630455932,-1.2984028033699557,-0.03334079318392401,-33.340793183924006
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.892359659971834,-1.278272933715555,-0.032823892096507386,-32.823892096507386
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.939878689487736,-1.2584551487634148,-0.032315004817661516,-32.31500481766152
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,5.987397719003638,-1.2389446100886932,-0.03181400710480037,-31.814007104800368
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.03491674851954,-1.2197365542793732,-0.03132077664154071,-31.32077664154071
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.082435778035442,-1.200826291773297,-0.030835193007839053,-30.835193007839052
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.129954807551344,-1.1822092057132276,-0.030357137650591625,-30.357137650591625
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.177473837067246,-1.1638807508196665,-0.029886493854690187,-29.886493854690187
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.224992866583148,-1.1458364522811413,-0.029423146714526525,-29.423146714526524
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.272511896099049,-1.1280719046617012,-0.02896698310593875,-28.96698310593875
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.320030925614951,-1.1105827708253495,-0.028517891658592556,-28.517891658592557
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.367549955130853,-1.0933647808771505,-0.028075762728790626,-28.075762728790625
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.415068984646755,-1.0764137311207538,-0.027640488372703616,-27.640488372703615
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.462588014162657,-1.05972548303208,-0.02721196232001613,-27.21196232001613
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.510107043678559,-1.043295962248918,-0.026790079947981306,-26.790079947981305
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.55762607319446,-1.027121157576189,-0.026374738255877633,-26.374738255877634
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.605145102710362,-1.011197120006629,-0.02596583583986178,-25.965835839861782
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.652664132226264,-0.9955199617566562,-0.025563272868211247,-25.563272868211246
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.700183161742166,-0.9800858553171888,-0.02516695105695101,-25.16695105695101
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.747702191258068,-0.9648910325191703,-0.024776773645857758,-24.77677364585776
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.79522122077397,-0.9499317836135928,-0.024392645374836465,-24.392645374836466
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.8427402502898715,-0.9352044563657752,-0.024014472460662968,-24.01447246066297
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.890259279805774,-0.9207054551636852,-0.023642162574087182,-23.64216257408718
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.937778309321676,-0.9064312401400912,-0.023275624817291455,-23.275624817291455
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,6.985297338837578,-0.8923783263083132,-0.02291476970169809,-22.91476970169809
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,7.03281636835348,-0.8785432827113839,-0.02255950912612125,-22.559509126121252
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,7.080335397869382,-0.8649227315843928,-0.02220975635525737,-22.20975635525737
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,7.127854427385283,-0.8515133475298203,-0.021865425998509117,-21.865425998509117
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,7.175373456901185,-0.8383118567056558,-0.021526433989137637,-21.526433989137637
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,7.222892486417087,-0.825315036026107,-0.021192697563738136,-21.192697563738136
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,7.270411515932989,-0.8125197123746922,-0.020864135242033382,-20.86413524203338
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,7.317930545448891,-0.7999227618295437,-0.02054066680698084,-20.540666806980838
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,7.365449574964793,-0.7875211089007117,-0.020222213285187897,-20.222213285187898
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,7.412968604480694,-0.775311725779299,-0.01990869692763092,-19.90869692763092
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,7.460487633996596,-0.7632916315982341,-0.019600041190673163,-19.600041190673164
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,7.508006663512498,-0.7514578917045066,-0.01929617071737698,-19.296170717376977
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,7.5555256930284,-0.7398076169426827,-0.01899701131910573,-18.99701131910573
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,7.603044722544302,-0.7283379629495329,-0.018702489957410997,-18.702489957410997
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,7.650563752060204,-0.7170461294595923,-0.018412534726200563,-18.412534726200562
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,7.6980827815761055,-0.7059293596214876,-0.01812707483418281,-18.12707483418281
Au,with EDL,analytic independent-planar linear PB,0.01,10.0,0.5918979952021372,3.0412178890177213,7.7456018110920075,-0.6949849393248643,-0.017846040587583382,-17.84604058758338
