d_Au_Pd_m,d_Au_Pd_nm,d_over_lambda_D,E_mix_with_EDL_V,E_mix_without_EDL_V,delta_E_total_EDL_V,i_mix_avg_with_EDL_A_per_m2,i_mix_avg_without_EDL_A_per_m2,delta_i_total_EDL_A_per_m2,I_Au_with_EDL_A,I_Pd_with_EDL_A,relative_balance_residual,max_abs_phi_tilde,n_nodes,n_elements,E_mix_no_overlap_100nm_V,i_mix_avg_no_overlap_100nm_A_per_m2,delta_E_overlap_vs_100nm_V,delta_i_overlap_vs_100nm_A_per_m2,reference_100nm_plateau_validated
4.500000000000001e-09,4.500000000000001,1.4796703702980813,0.5991156832373744,0.46699999999999997,0.13211568323737444,0.0822249139343954,0.11756035407872421,-0.03533544014432881,4.1112456967197704e-11,-4.1112456968778324e-11,1.9223119737132235e-11,6.012657053411113,9570,9360,0.5987695032594279,0.08255941585582315,0.00034617997794650357,-0.0003345019214277406,True
5e-09,5.0,1.6440781892200902,0.5990570962570105,0.46699999999999997,0.13205709625701056,0.08227850526052084,0.11756035407872421,-0.03528184881820337,4.1139252630260426e-11,-4.113925263185826e-11,1.9419835804930075e-11,6.013719412177419,9834,9620,0.5987695032594279,0.08255941585582315,0.0002875929975826308,-0.0002809105953023028,True
5.5000000000000004e-09,5.500000000000001,1.8084860081420993,0.5990085519257454,0.46699999999999997,0.13200855192574545,0.08232393570512338,0.11756035407872421,-0.035236418373600836,4.1161967852561694e-11,-4.1161967854173805e-11,1.9582523315252494e-11,6.014599589555187,10098,9880,0.5987695032594279,0.08255941585582315,0.00023904866631752064,-0.00023548015069976835,True
6.000000000000001e-09,6.000000000000001,1.9728938270641083,0.5989681974712661,0.46699999999999997,0.1319681974712661,0.08236249206970622,0.11756035407872421,-0.03519786200901799,4.1181246034853115e-11,-4.1181246036476935e-11,1.971552978898015e-11,6.015331216590745,10230,10010,0.5987695032594279,0.08255941585582315,0.00019869421183815739,-0.00019692378611692318,True
6.082435778035001e-09,6.082435778035001,1.9999999999998548,0.5989622186978039,0.46699999999999997,0.1319622186978039,0.08236827652157597,0.11756035407872421,-0.035192077557148246,4.118413826078799e-11,-4.118413826241351e-11,1.9734779361735554e-11,6.015439607601529,10230,10010,0.5987695032594279,0.08255941585582315,0.00019271543837595662,-0.00019113933424717844,True
6.5e-09,6.5,2.1373016459861174,0.5989347179186978,0.46699999999999997,0.13193471791869782,0.08239489919411667,0.11756035407872421,-0.03516545488460754,4.119744959705834e-11,-4.119744959869222e-11,1.9829893094657713e-11,6.015938152508859,10296,10075,0.5987695032594279,0.08255941585582315,0.00016521465926988554,-0.00016451666170647083,True
7.000000000000001e-09,7.000000000000001,2.3017094649081264,0.598906950105614,0.46699999999999997,0.13190695010561404,0.08242204200748174,0.11756035407872421,-0.035138312071242475,4.121102100374087e-11,-4.1211021005382865e-11,1.9921761824673214e-11,6.016441503674006,10362,10140,0.5987695032594279,0.08255941585582315,0.0001374468461861067,-0.0001373738483414072,True
7.500000000000001e-09,7.500000000000001,2.4661172838301355,0.5988839129231621,0.46699999999999997,0.13188391292316215,0.08244474469460972,0.11756035407872421,-0.035115609384114496,4.122237234730486e-11,-4.1222372348953845e-11,2.000108748228425e-11,6.016859071598713,10428,10205,0.5987695032594279,0.08255941585582315,0.00011440966373421624,-0.00011467116121342824,True
8e-09,8.0,2.630525102752144,0.5988647903238101,0.46699999999999997,0.13186479032381015,0.08246370887092246,0.11756035407872421,-0.03509664520780176,4.123185443546123e-11,-4.1231854437115846e-11,2.0064744592747473e-11,6.017205660339709,10494,10270,0.5987695032594279,0.08255941585582315,9.528706438222123e-05,-9.570698490068974e-05,True
8.5e-09,8.5,2.794932921674153,0.5988487780580397,0.46699999999999997,0.13184877805803974,0.0824797058516053,0.11756035407872421,-0.03508064822711891,4.123985292580265e-11,-4.1239852927462086e-11,2.011930270045688e-11,6.017495857807761,10494,10270,0.5987695032594279,0.08255941585582315,7.927479861180586e-05,-7.971000421784502e-05,True
9.000000000000001e-09,9.000000000000002,2.9593407405961627,0.598835603205192,0.46699999999999997,0.13183560320519205,0.08249287806962206,0.11756035407872421,-0.03506747600910215,4.1246439034811036e-11,-4.124643903647452e-11,2.0165208198952556e-11,6.0177346146170585,10560,10335,0.5987695032594279,0.08255941585582315,6.609994576411982e-05,-6.653778620108186e-05,True
9.123653667053e-09,9.123653667053,2.9999999999999463,0.5988326680570268,0.46699999999999997,0.13183266805702687,0.08249582927419873,0.11756035407872421,-0.03506452480452549,4.1247914637099365e-11,-4.1247914638763665e-11,2.0174357076748736e-11,6.017787804173038,10560,10335,0.5987695032594279,0.08255941585582315,6.316479759893578e-05,-6.358658162441966e-05,True
9.5e-09,9.5,3.1237485595181713,0.598824645434429,0.46699999999999997,0.13182464543442907,0.08250386534260769,0.11756035407872421,-0.035056488736116526,4.1251932671303845e-11,-4.1251932672970465e-11,2.020051173752303e-11,6.01793318094286,10626,10400,0.5987695032594279,0.08255941585582315,5.514217500113272e-05,-5.5550513215457675e-05,True
1e-08,10.0,3.2881563784401804,0.5988155272590002,0.46699999999999997,0.13181552725900025,0.08251302762471971,0.11756035407872421,-0.035047326454004504,4.1256513812359854e-11,-4.125651381402925e-11,2.023186757076275e-11,6.018098402116896,10692,10465,0.5987695032594279,0.08255941585582315,4.602399957231995e-05,-4.638823110343637e-05,True
1.5000000000000002e-08,15.000000000000002,4.932234567660271,0.5987771994178226,0.46699999999999997,0.13177719941782262,0.08255168183402663,0.11756035407872421,-0.035008672244697586,4.1275840917013314e-11,-4.1275840918694655e-11,2.036713841382688e-11,6.0187927539599695,11220,10985,0.5987695032594279,0.08255941585582315,7.696158394687735e-06,-7.734021796518276e-06,True
1.5206089445089002e-08,15.206089445089003,5.000000000000131,0.5987766809166595,0.46699999999999997,0.1317766809166595,0.08255219438017368,0.11756035407872421,-0.035008159698550534,4.127609719008684e-11,-4.1276097191768145e-11,2.0366542267474845e-11,6.018802143882123,11286,11050,0.5987695032594279,0.08255941585582315,7.177657231571821e-06,-7.221475649465958e-06,True
2e-08,20.0,6.576312756880361,0.5987708291550531,0.46699999999999997,0.13177082915505312,0.08255809107736027,0.11756035407872421,-0.03500226300136394,4.1279045538680135e-11,-4.127904554036328e-11,2.0387396359152697e-11,6.018908108471143,11748,11505,0.5987695032594279,0.08255941585582315,1.3258956251815945e-06,-1.3247784628744874e-06,True
3.0000000000000004e-08,30.000000000000004,9.864469135320542,0.5987695513260008,0.46699999999999997,0.13176955132600088,0.08255936478023818,0.11756035407872421,-0.03500098929848604,4.127968239011909e-11,-4.127968239180261e-11,2.039162178809781e-11,6.01893123915046,12870,12610,0.5987695032594279,0.08255941585582315,4.806657294409433e-08,-5.107558496975084e-08,True
5.0000000000000004e-08,50.00000000000001,16.440781892200903,0.598769506785055,0.46699999999999997,0.13176950678505506,0.0825594105080798,0.11756035407872421,-0.03500094357064441,4.12797052540399e-11,-4.12797052557235e-11,2.039262807030836e-11,6.018932045162442,15048,14755,0.5987695032594279,0.08255941585582315,3.525627123579511e-09,-5.347743345374134e-09,True
7.500000000000001e-08,75.00000000000001,24.661172838301354,0.5987695043762493,0.46699999999999997,0.13176950437624935,0.08255941415397525,0.11756035407872421,-0.03500093992474897,4.127970707698763e-11,-4.127970707867135e-11,2.0394036122017984e-11,6.018932088835422,17754,17420,0.5987695032594279,0.08255941585582315,1.1168214131274112e-09,-1.7018478987163022e-09,True
1.0000000000000001e-07,100.00000000000001,32.881563784401806,0.5987695032594279,0.46699999999999997,0.13176950325942793,0.08255941585582315,0.11756035407872421,-0.03500093822290107,4.1279707927911576e-11,-4.127970792959519e-11,2.039278329963498e-11,6.018932109085004,20460,20085,0.5987695032594279,0.08255941585582315,0.0,0.0,True
