run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,out_of_plane_width,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,pH,pH_ref,E1_eq_pH_slope_V_per_pH,E2_eq_pH_slope_V_per_pH,it0_1_pH_order,it0_2_pH_order,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,dh_warn_threshold,dh_violation_action,do_ofat,do_heatmaps,do_sensitivities,ofat_n,ofat_L_gap_n,heatmap_nx,heatmap_ny,scan_mode,heatmap_mode,sensitivity_mode,ofat_pH_min,ofat_pH_max,ofat_C_tot_min,ofat_C_tot_max,heatmap_C_tot_min,heatmap_C_tot_max,heatmap_Cdl_C_min,heatmap_Cdl_C_max,heatmap_pzc_C_offsets,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,i_mix_norm_A_per_m2,i_mix_phys_A_per_m,i_mix_abs_A,residual,residual_norm_A_per_m2,residual_phys_A_per_m,residual_abs_A,converged,method,iterations,out_of_plane_width_m,a1,b1,a2,b2,max_abs_phi_tilde,debye_huckel_ok,delta_pH,E1_eq_eff,E2_eq_eff,it0_1_eff,it0_2_eff,use_edl_case,C_tot_M,phi2_1_meanV,phi2_2_meanV,scan_param,scan_value,scan_value_M,delta_pzc,L_gap_nm
heatmap_compare:Ctot_vs_deltapzc:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,4.641588833612779,4.463897390179347e-09,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,7.706852771910281,0.6422377309925236,2.4212362458418135,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,0.4466115603041619,0.4466115603041619,1.9936281784656743e-09,1.9936281784656743e-09,4.8294923615799235e-11,4.8294923615799235e-11,2.155835834874771e-19,2.155835834874771e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.004641588833612779,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,7.498942093324558,3.5119436297529683e-09,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,6.063318694847259,0.5052765579039383,1.9048926232978474,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.43877002836466755,0.4109629916645016,0.4109629916645016,1.4432788606403686e-09,1.4432788606403686e-09,3.164135620181696e-15,3.164135620181696e-15,1.1112265934971565e-23,1.1112265934971565e-23,True,brentq,16,1.0,0.8470551362941641,-0.335452472181778,0.6514416328461997,-0.24164646099177198,1.7308095864532884,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.007498942093324558,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,7.498942093324558,3.5119436297529683e-09,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,6.063318694847259,0.5052765579039383,1.9048926232978474,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,0.5676708935689572,0.5676708935689572,1.9936281784656743e-09,1.9936281784656743e-09,6.138578534375938e-11,6.138578534375938e-11,2.1558341779539888e-19,2.1558341779539888e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.007498942093324558,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,12.115276586285889,2.7629999035589202e-09,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,4.770278437039829,0.39752320308665245,1.4986624756366795,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4406243800796674,0.5428974664182845,0.5428974664182845,1.5000256473561021e-09,1.5000256473561021e-09,-6.191896995133561e-10,-6.191896995133561e-10,-1.7108210800400798e-18,-1.7108210800400798e-18,True,brentq,15,1.0,0.815696320478246,-0.3230815207357441,0.5959710928982498,-0.22107346654794668,1.6265627487014864,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.012115276586285889,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,12.115276586285889,2.7629999035589202e-09,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,4.770278437039829,0.39752320308665245,1.4986624756366795,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,0.721544787568669,0.721544787568669,1.9936281784656743e-09,1.9936281784656743e-09,7.802503088072399e-11,7.802503088072399e-11,2.1558315279862215e-19,2.1558315279862215e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.012115276586285889,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,19.573417814876617,2.1737730646899913e-09,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,3.7529870211548215,0.3127489184295685,1.1790634224794732,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.44274064722321765,0.7189470065232321,0.7189470065232321,1.5628276377197014e-09,1.5628276377197014e-09,7.411119495870366e-10,7.411119495870366e-10,1.611009193932187e-18,1.611009193932187e-18,True,brentq,15,1.0,0.7792566610524871,-0.30868664085996395,0.5378596728100266,-0.19952142699268544,1.512194671475286,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.019573417814876617,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,19.573417814876617,2.1737730646899913e-09,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,3.7529870211548215,0.3127489184295685,1.1790634224794732,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,0.9171280161896715,0.9171280161896715,1.9936281784656743e-09,1.9936281784656743e-09,9.917477949983322e-11,9.917477949983322e-11,2.1558346437330657e-19,2.1558346437330657e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.019573417814876617,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,31.622776601683793,1.7102024979028212e-09,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,2.9526392991216808,0.24605327492680673,0.9276208464740614,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4451219588649779,0.9531802160538455,0.9531802160538455,1.6301311864468374e-09,1.6301311864468374e-09,4.1011816165337223e-10,4.1011816165337223e-10,7.013851044949102e-19,7.013851044949102e-19,True,brentq,15,1.0,0.7375315129605442,-0.29218776453276585,0.4786022769148912,-0.1775435258227188,1.42004352174553,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.03162277660168379,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,31.622776601683793,1.7102024979028212e-09,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,2.9526392991216808,0.24605327492680673,0.9276208464740614,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,1.1657263867351446,1.1657263867351446,1.9936281784656743e-09,1.9936281784656743e-09,1.2605738675119937e-10,1.2605738675119937e-10,2.1558365770100317e-19,2.1558365770100317e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.03162277660168379,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,51.089697745069294,1.3454912250696059e-09,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,2.322970684837367,0.19358089040311394,0.7297999568197395,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4477608489437987,1.2632110418342946,1.2632110418342946,1.699639372199078e-09,1.699639372199078e-09,1.829141282883029e-10,1.829141282883029e-10,2.461093545531677e-19,2.461093545531677e-19,True,brentq,15,1.0,0.6906206294665003,-0.27362565965089575,0.41983912270353096,-0.1557476774378868,1.4016777921565549,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.051089697745069294,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,51.089697745069294,1.3454912250696059e-09,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,2.322970684837367,0.19358089040311394,0.7297999568197395,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,1.481710278981967,1.481710278981967,1.9936281784656743e-09,1.9936281784656743e-09,1.6022672078008782e-10,1.6022672078008782e-10,2.1558364683128604e-19,2.1558364683128604e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.051089697745069294,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,82.5404185268019,1.0585568895842986e-09,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,1.827582801671368,0.15229856680594733,0.5741655968584215,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4506376287996393,1.6706365201182494,1.6706365201182494,1.7684637983623107e-09,1.7684637983623107e-09,6.344369474220457e-11,6.344369474220457e-11,6.71587601700438e-20,6.71587601700438e-20,True,brentq,15,1.0,0.6390061767454269,-0.2531926444641693,0.3631740623625712,-0.13472887977595996,1.3700319178473102,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.0825404185268019,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,82.5404185268019,1.0585568895842986e-09,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,1.827582801671368,0.15229856680594733,0.5741655968584215,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,1.8833453337104855,1.8833453337104855,1.9936281784656743e-09,1.9936281784656743e-09,2.036582014142141e-10,2.036582014142141e-10,2.1558379222736307e-19,2.1558379222736307e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.0825404185268019,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,133.3521432163324,8.328130779362141e-10,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,1.4378394522007534,0.11981995435006279,0.4517212278997367,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4537194996921296,2.201523216304643,2.201523216304643,1.8334573259187034e-09,1.8334573259187034e-09,1.667554982986985e-11,1.667554982986985e-11,1.388761598009262e-20,1.388761598009262e-20,True,brentq,15,1.0,0.5835841348985661,-0.23124497119613283,0.3099972082267158,-0.1150030866505771,1.3235412830430473,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.1333521432163324,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,133.3521432163324,8.328130779362141e-10,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,1.4378394522007534,0.11981995435006279,0.4517212278997367,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,2.393848309162081,2.393848309162081,1.9936281784656743e-09,1.9936281784656743e-09,2.588622649568606e-10,2.588622649568606e-10,2.1558387964026284e-19,2.1558387964026284e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.1333521432163324,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,215.44346900318845,6.552105320045312e-10,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,1.1312112854281027,0.09426760711900857,0.3553888788386623,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.45696039504934277,2.8871245256290092,2.8871245256290092,1.891674396400713e-09,1.891674396400713e-09,3.284483796051063e-12,3.284483796051063e-12,2.1520283753708793e-21,2.1520283753708793e-21,True,brentq,15,1.0,0.5256316008293102,-0.20828985412001347,0.2613558216521697,-0.09695909813644195,1.2618699231453867,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.21544346900318845,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,215.44346900318845,6.552105320045312e-10,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,1.1312112854281027,0.09426760711900857,0.3553888788386623,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,3.0427291398482694,3.0427291398482694,1.9936281784656743e-09,1.9936281784656743e-09,3.2902969238080004e-10,3.2902969238080004e-10,2.1558371979011124e-19,2.1558371979011124e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.21544346900318845,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,348.0700588428413,5.154828287681398e-10,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,0.8899734739656008,0.07416445616380006,0.27959999973752625,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4603017939617713,3.7650910603922076,3.7650910603922076,1.9408397903806104e-09,1.9408397903806104e-09,4.902744876744691e-13,4.902744876744691e-13,2.5272807977928584e-22,2.5272807977928584e-22,True,brentq,15,1.0,0.466703306291392,-0.1849444393294421,0.21789631499893256,-0.08083696374759494,1.184151904472106,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.3480700588428413,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,348.0700588428413,5.154828287681398e-10,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,0.8899734739656008,0.07416445616380006,0.27959999973752625,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,3.8674967762357664,3.8674967762357664,1.9936281784656743e-09,1.9936281784656743e-09,4.1821657248419797e-10,4.1821657248419797e-10,2.1558346182187016e-19,2.1558346182187016e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.3480700588428413,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,562.341325190349,4.0555292348836327e-10,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,0.7001811196240414,0.058348426635336785,0.21997356841521967,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4636750313082614,4.881450444781873,4.881450444781873,1.9796864987448596e-09,1.9796864987448596e-09,5.595524044110789e-14,5.595524044110789e-14,2.2692811345385597e-23,2.2692811345385597e-23,True,brentq,15,1.0,0.4084696416388408,-0.16187158912343763,0.179875203208136,-0.06673203090713975,1.1011875662003243,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.5623413251903491,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,562.341325190349,4.0555292348836327e-10,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,0.7001811196240414,0.058348426635336785,0.21997356841521967,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,4.915827412406456,4.915827412406456,1.9936281784656743e-09,1.9936281784656743e-09,5.315774487257841e-10,5.315774487257841e-10,2.1558278839122725e-19,2.1558278839122725e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.5623413251903491,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,908.5175756516871,3.190662512328551e-10,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,0.550863160104618,0.0459052633420515,0.17306284279953416,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.46700552540648715,6.293568335160597,6.293568335160597,2.0080652555774926e-09,2.0080652555774926e-09,-9.69472502276858e-10,-9.69472502276858e-10,-3.093259569748127e-19,-3.093259569748127e-19,True,brentq,14,1.0,0.35252894895767933,-0.13970547683785578,0.14722001473102805,-0.0546175475739878,1.0073607691525277,False,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,0.9085175756516871,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,908.5175756516871,3.190662512328551e-10,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,0.550863160104618,0.0459052633420515,0.17306284279953416,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4915721295774951,6.248320437408847,6.248320437408847,1.9936281784656743e-09,1.9936281784656743e-09,6.756710746458339e-10,6.756710746458339e-10,2.1558383685372084e-19,2.1558383685372084e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.1,0.834,8.85e-05,0.0003878,without_edl,0.9085175756516871,,,,,,0.025333333333333333,
heatmap_compare:Ctot_vs_deltapzc:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,1467.7992676220706,2.5102339739071943e-10,1.1e-08,1e-08,3.7e-08,1.0,1.2,0.1,0.377,0.4333881800802942,0.03611568167335785,0.1361561199085591,0.3963333333333333,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,7.0,7.0,0.0,-0.059126500015747985,0.0,1.0,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,True,False,15,41,25,25,BOTH,BOTH,BOTH,0.0,14.0,0.1,10000.0,0.1,10000.0,0.1,10.0,"[-0.1, 0.0, 0.1]",0.0,1e-06,FULL,0.4702187689799405,8.074197534906139,8.074197534906139,2.0268124964159107e-09,2.0268124964159107e-09,3.2579947628619266e-09,3.2579947628619266e-09,8.178329140547721e-19,8.178329140547721e-19,True,brentq,14,1.0,0.3002368474580482,-0.11898394223509046,0.11961530440115284,-0.044376581744831854,0.9054616735763901,True,0.0,0.1,0.834,8.85e-05,0.0003878,with_edl_FULL,1.4677992676220706,,,,,,0.025333333333333333,
