run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,out_of_plane_width,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,dh_warn_threshold,dh_violation_action,do_ofat,do_heatmaps,do_sensitivities,ofat_n,heatmap_nx,heatmap_ny,scan_mode,heatmap_mode,sensitivity_mode,ofat_C_tot_min,ofat_C_tot_max,heatmap_C_tot_min,heatmap_C_tot_max,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,i_mix_norm_A_per_m2,i_mix_phys_A_per_m,i_mix_abs_A,residual,residual_norm_A_per_m2,residual_phys_A_per_m,residual_abs_A,converged,method,iterations,out_of_plane_width_m,a1,b1,a2,b2,max_abs_phi_tilde,debye_huckel_ok,use_edl_case,C_tot_M,phi2_1_meanV,phi2_2_meanV,scan_param,scan_value,scan_value_M
ofat_compare:Cdl_Pd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,5.23839801378673e-06,0.005250617670899842,43.75514725749868,0.00022920687648662696,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4435181514762378,0.07042894139639756,0.07042894139639756,2.1418975647930498e-09,2.1418975647930498e-09,3.045012852975759e-11,3.045012852975759e-11,9.260547560758766e-19,9.260547560758766e-19,True,brentq,15,1.0,0.6247932961815601,-0.22578095043432067,0.32606741844894727,-0.11772896367201423,3.060491604573661,False,with_edl_FULL,0.0001,,,Cdl_Pd,5.23839801378673e-06,
ofat_compare:Cdl_Pd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,5.23839801378673e-06,0.005250617670899842,43.75514725749868,0.00022920687648662696,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,0.06555361211259984,0.06555361211259984,1.993628178465674e-09,1.993628178465674e-09,7.0887740122316245e-12,7.0887740122316245e-12,2.1558506337202743e-19,2.1558506337202743e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,Cdl_Pd,5.23839801378673e-06,
ofat_compare:Cdl_Pd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,7.278730437889847e-06,0.005250617670899842,43.75514725749868,0.0003184819221575081,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4435166657544097,0.07042599594870412,0.07042599594870412,2.141807987310885e-09,2.141807987310885e-09,3.04597319589206e-11,3.04597319589206e-11,9.263468172815411e-19,9.263468172815411e-19,True,brentq,15,1.0,0.6247975605719991,-0.22578255427070867,0.32610822905790227,-0.11774427103580365,3.060438997491305,False,with_edl_FULL,0.0001,,,Cdl_Pd,7.278730437889847e-06,
ofat_compare:Cdl_Pd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,7.278730437889847e-06,0.005250617670899842,43.75514725749868,0.0003184819221575081,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,0.06555361211259984,0.06555361211259984,1.993628178465674e-09,1.993628178465674e-09,7.0887740122316245e-12,7.0887740122316245e-12,2.1558506337202743e-19,2.1558506337202743e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,Cdl_Pd,7.278730437889847e-06,
ofat_compare:Cdl_Pd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,1.0113763148204565e-05,0.005250617670899842,43.75514725749868,0.00044252919587715417,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.44351460177845115,0.07042190432153912,0.07042190432153912,2.1416835520135916e-09,2.1416835520135916e-09,3.047320729088199e-11,3.047320729088199e-11,9.267566314877555e-19,9.267566314877555e-19,True,brentq,15,1.0,0.6248034850759996,-0.22578478247622083,0.32616492686607673,-0.11776553741878283,3.060365915373076,False,with_edl_FULL,0.0001,,,Cdl_Pd,1.0113763148204565e-05,
ofat_compare:Cdl_Pd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,1.0113763148204565e-05,0.005250617670899842,43.75514725749868,0.00044252919587715417,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,0.06555361211259984,0.06555361211259984,1.993628178465674e-09,1.993628178465674e-09,7.0887740122316245e-12,7.0887740122316245e-12,2.1558506337202743e-19,2.1558506337202743e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,Cdl_Pd,1.0113763148204565e-05,
ofat_compare:Cdl_Pd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,1.4053028325587307e-05,0.005250617670899842,43.75514725749868,0.0006148923237998727,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4435117347188502,0.07041622106794884,0.07041622106794884,2.1415107118887255e-09,2.1415107118887255e-09,3.049133168175899e-11,3.049133168175899e-11,9.273078337053825e-19,9.273078337053825e-19,True,brentq,15,1.0,0.6248117155121665,-0.22578787794409022,0.32624369209982057,-0.11779508092057685,3.060264397406904,False,with_edl_FULL,0.0001,,,Cdl_Pd,1.4053028325587307e-05,
ofat_compare:Cdl_Pd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,1.4053028325587307e-05,0.005250617670899842,43.75514725749868,0.0006148923237998727,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,0.06555361211259984,0.06555361211259984,1.993628178465674e-09,1.993628178465674e-09,7.0887740122316245e-12,7.0887740122316245e-12,2.1558506337202743e-19,2.1558506337202743e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,Cdl_Pd,1.4053028325587307e-05,
ofat_compare:Cdl_Pd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,1.9526619540701658e-05,0.005250617670899842,43.75514725749868,0.0008543901134445523,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.44350775254578423,0.0704083281563454,0.0704083281563454,2.1412706712490773e-09,2.1412706712490773e-09,3.05169223224766e-11,3.05169223224766e-11,9.280861008488007e-19,9.280861008488007e-19,True,brentq,15,1.0,0.6248231485097401,-0.22579217789840933,0.3263531049350966,-0.11783611982316142,3.060123395205279,False,with_edl_FULL,0.0001,,,Cdl_Pd,1.9526619540701658e-05,
ofat_compare:Cdl_Pd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,1.9526619540701658e-05,0.005250617670899842,43.75514725749868,0.0008543901134445523,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,0.06555361211259984,0.06555361211259984,1.993628178465674e-09,1.993628178465674e-09,7.0887740122316245e-12,7.0887740122316245e-12,2.1558506337202743e-19,2.1558506337202743e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,Cdl_Pd,1.9526619540701658e-05,
ofat_compare:Cdl_Pd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,2.7132149872143447e-05,0.005250617670899842,43.75514725749868,0.0011871712130681604,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4435022224082523,0.07039736859842588,0.07039736859842588,2.1409373672130717e-09,2.1409373672130717e-09,3.05522551702353e-11,3.05522551702353e-11,9.291606497355376e-19,9.291606497355376e-19,True,brentq,15,1.0,0.6248390285174258,-0.22579815038013124,0.32650507355896474,-0.11789312069299966,3.0599275823922394,False,with_edl_FULL,0.0001,,,Cdl_Pd,2.7132149872143447e-05,
ofat_compare:Cdl_Pd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,2.7132149872143447e-05,0.005250617670899842,43.75514725749868,0.0011871712130681604,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,0.06555361211259984,0.06555361211259984,1.993628178465674e-09,1.993628178465674e-09,7.0887740122316245e-12,7.0887740122316245e-12,2.1558506337202743e-19,2.1558506337202743e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,Cdl_Pd,2.7132149872143447e-05,
ofat_compare:Cdl_Pd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.7699999999999974e-05,0.005250617670899842,43.75514725749868,0.001649569051607699,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.44349454423603574,0.07038215501102128,0.07038215501102128,2.140474688871362e-09,2.140474688871362e-09,3.060189601722385e-11,3.060189601722385e-11,9.306703360544132e-19,9.306703360544132e-19,True,brentq,15,1.0,0.6248610819651622,-0.22580644470723008,0.32671611748407864,-0.11797227973451423,3.0596557118175287,False,with_edl_FULL,0.0001,,,Cdl_Pd,3.7699999999999974e-05,
ofat_compare:Cdl_Pd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.7699999999999974e-05,0.005250617670899842,43.75514725749868,0.001649569051607699,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,0.06555361211259984,0.06555361211259984,1.993628178465674e-09,1.993628178465674e-09,7.0887740122316245e-12,7.0887740122316245e-12,2.1558506337202743e-19,2.1558506337202743e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,Cdl_Pd,3.7699999999999974e-05,
ofat_compare:Cdl_Pd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,5.23839801378673e-05,0.005250617670899842,43.75514725749868,0.0022920687648662697,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.44348388688131213,0.07036104407233044,0.07036104407233044,2.139832659227356e-09,2.139832659227356e-09,3.06705355557213e-11,3.06705355557213e-11,9.327578139781368e-19,9.327578139781368e-19,True,brentq,15,1.0,0.6248917024654138,-0.22581796113264285,0.3270091387285718,-0.11808218713737823,3.0592783546167404,False,with_edl_FULL,0.0001,,,Cdl_Pd,5.23839801378673e-05,
ofat_compare:Cdl_Pd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,5.23839801378673e-05,0.005250617670899842,43.75514725749868,0.0022920687648662697,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,0.06555361211259984,0.06555361211259984,1.993628178465674e-09,1.993628178465674e-09,7.0887740122316245e-12,7.0887740122316245e-12,2.1558506337202743e-19,2.1558506337202743e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,Cdl_Pd,5.23839801378673e-05,
ofat_compare:Cdl_Pd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,7.278730437889846e-05,0.005250617670899842,43.75514725749868,0.0031848192215750805,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.44346910056169164,0.0703317649730582,0.0703317649730582,2.1389422180225454e-09,2.1389422180225454e-09,3.0765945346900025e-11,3.0765945346900025e-11,9.356594336153387e-19,9.356594336153387e-19,True,brentq,15,1.0,0.6249342058112664,-0.2258339467562934,0.3274158598250071,-0.11823474154739373,3.0587548003143787,False,with_edl_FULL,0.0001,,,Cdl_Pd,7.278730437889846e-05,
ofat_compare:Cdl_Pd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,7.278730437889846e-05,0.005250617670899842,43.75514725749868,0.0031848192215750805,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,0.06555361211259984,0.06555361211259984,1.993628178465674e-09,1.993628178465674e-09,7.0887740122316245e-12,7.0887740122316245e-12,2.1558506337202743e-19,2.1558506337202743e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,Cdl_Pd,7.278730437889846e-05,
ofat_compare:Cdl_Pd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,0.00010113763148204565,0.005250617670899842,43.75514725749868,0.004425291958771542,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4434485974491842,0.07029118658336782,0.07029118658336782,2.1377081407762065e-09,2.1377081407762065e-09,3.0898603120554924e-11,3.0898603120554924e-11,9.39693845558904e-19,9.39693845558904e-19,True,brentq,15,1.0,0.6249931798052847,-0.22585612710973083,0.32798016718982503,-0.11844640413686122,3.058028829354548,False,with_edl_FULL,0.0001,,,Cdl_Pd,0.00010113763148204565,
ofat_compare:Cdl_Pd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,0.00010113763148204565,0.005250617670899842,43.75514725749868,0.004425291958771542,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,0.06555361211259984,0.06555361211259984,1.993628178465674e-09,1.993628178465674e-09,7.0887740122316245e-12,7.0887740122316245e-12,2.1558506337202743e-19,2.1558506337202743e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,Cdl_Pd,0.00010113763148204565,
ofat_compare:Cdl_Pd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,0.00014053028325587322,0.005250617670899842,43.75514725749868,0.006148923237998733,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.44342019004426203,0.07023500447370525,0.07023500447370525,2.1359995204067206e-09,2.1359995204067206e-09,3.1083066676096394e-11,3.1083066676096394e-11,9.453037842087494e-19,9.453037842087494e-19,True,brentq,15,1.0,0.6250749617424194,-0.22588688576441993,0.3287626719745469,-0.11873990935882468,3.0570229914974227,False,with_edl_FULL,0.0001,,,Cdl_Pd,0.00014053028325587322,
ofat_compare:Cdl_Pd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,0.00014053028325587322,0.005250617670899842,43.75514725749868,0.006148923237998733,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,0.06555361211259984,0.06555361211259984,1.993628178465674e-09,1.993628178465674e-09,7.0887740122316245e-12,7.0887740122316245e-12,2.1558506337202743e-19,2.1558506337202743e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,Cdl_Pd,0.00014053028325587322,
ofat_compare:Cdl_Pd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,0.0001952661954070166,0.005250617670899842,43.75514725749868,0.008543901134445522,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.44338087476558535,0.07015732600829143,0.07015732600829143,2.1336371490206413e-09,2.1336371490206413e-09,3.133932002796769e-11,3.133932002796769e-11,9.530970069870669e-19,9.530970069870669e-19,True,brentq,15,1.0,0.625188285436139,-0.22592950773008244,0.3298468854726317,-0.11914658134568405,3.0556309455816706,False,with_edl_FULL,0.0001,,,Cdl_Pd,0.0001952661954070166,
ofat_compare:Cdl_Pd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,0.0001952661954070166,0.005250617670899842,43.75514725749868,0.008543901134445522,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,0.06555361211259984,0.06555361211259984,1.993628178465674e-09,1.993628178465674e-09,7.0887740122316245e-12,7.0887740122316245e-12,2.1558506337202743e-19,2.1558506337202743e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,Cdl_Pd,0.0001952661954070166,
ofat_compare:Cdl_Pd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,0.00027132149872143447,0.005250617670899842,43.75514725749868,0.011871712130681604,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4433265466906901,0.07005013141530178,0.07005013141530178,2.1303771278825802e-09,2.1303771278825802e-09,3.1695743252235786e-11,3.1695743252235786e-11,9.63936613844122e-19,9.63936613844122e-19,True,brentq,15,1.0,0.6253451489933222,-0.2259885059239358,0.3313474919106262,-0.11970943709997883,3.0537073636947305,False,with_edl_FULL,0.0001,,,Cdl_Pd,0.00027132149872143447,
ofat_compare:Cdl_Pd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,0.00027132149872143447,0.005250617670899842,43.75514725749868,0.011871712130681604,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,0.06555361211259984,0.06555361211259984,1.993628178465674e-09,1.993628178465674e-09,7.0887740122316245e-12,7.0887740122316245e-12,2.1558506337202743e-19,2.1558506337202743e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,Cdl_Pd,0.00027132149872143447,
ofat_compare:Cdl_Pd:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,0.00037700000000000016,0.005250617670899842,43.75514725749868,0.016495690516077008,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.44325163214054975,0.06990259492290482,0.06990259492290482,2.1258902216829748e-09,2.1258902216829748e-09,3.219187416636515e-11,3.219187416636515e-11,9.790250359575715e-19,9.790250359575715e-19,True,brentq,15,1.0,0.6255619614471065,-0.22607005260797086,0.33342126118736376,-0.12048728007213909,3.0510549304985144,False,with_edl_FULL,0.0001,,,Cdl_Pd,0.00037700000000000016,
ofat_compare:Cdl_Pd:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,0.00037700000000000016,0.005250617670899842,43.75514725749868,0.016495690516077008,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,0.06555361211259984,0.06555361211259984,1.993628178465674e-09,1.993628178465674e-09,7.0887740122316245e-12,7.0887740122316245e-12,2.1558506337202743e-19,2.1558506337202743e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,Cdl_Pd,0.00037700000000000016,
ofat_compare:pzc_Au:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.313,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.443377211033729,0.07052230305775604,0.07052230305775604,2.144736896339768e-09,2.144736896339768e-09,3.255973268778689e-11,3.255973268778689e-11,9.902124151173253e-19,9.902124151173253e-19,True,brentq,15,1.0,0.6248610819651622,-0.22550328277665246,0.32671611748407864,-0.11794973780678267,3.0556656793753127,False,with_edl_FULL,0.0001,,,pzc_Au,0.313,
