run,R,F,T,epsilon0,epsilon_r,epsilon_s,C_tot,lambda_D,L_Au,L_gap,L_Pd_len,out_of_plane_width,Cdl_Au,Cdl_C,Cdl_Pd,g_Au,g_C,g_Pd,pzc_Au,pzc_C,pzc_Pd,it0_1,it0_2,alpha1,alpha2,z_R1,z_O2,E1_eq,E2_eq,N_modes,Nx,xtol,max_bracket_expands,use_edl,use_affine_phi2,use_closed_form_when_affine,do_self_checks,do_convergence_check,dh_warn_threshold,dh_violation_action,do_ofat,do_heatmaps,do_sensitivities,ofat_n,heatmap_nx,heatmap_ny,scan_mode,heatmap_mode,sensitivity_mode,ofat_C_tot_min,ofat_C_tot_max,heatmap_C_tot_min,heatmap_C_tot_max,ofat_L_gap_min,ofat_L_gap_max,mode,E_mix,i_mix,i_mix_norm_A_per_m2,i_mix_phys_A_per_m,i_mix_abs_A,residual,residual_norm_A_per_m2,residual_phys_A_per_m,residual_abs_A,converged,method,iterations,out_of_plane_width_m,a1,b1,a2,b2,max_abs_phi_tilde,debye_huckel_ok,use_edl_case,C_tot_M,phi2_1_meanV,phi2_2_meanV,scan_param,scan_value,scan_value_M
ofat_compare:L_Au:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,2.1237675017715806e-09,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.46494094578715933,0.04332016856854125,0.04332016856854125,1.3174607160591085e-09,1.3174607160591085e-09,4.949143178611948e-11,4.949143178611948e-11,1.5051422770104681e-18,1.5051422770104681e-18,True,brentq,14,1.0,0.864362138482455,-0.3120921211950601,0.33706988571101915,-0.12169505254792634,3.8852223678770965,False,with_edl_FULL,0.0001,,,L_Au,2.1237675017715806e-09,
ofat_compare:L_Au:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,2.1237675017715806e-09,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.5401160540710273,0.03257016390236959,0.03257016390236959,9.905296510812562e-10,9.905296510812562e-10,1.926303561106124e-11,1.926303561106124e-11,5.858308849714485e-19,5.858308849714485e-19,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,L_Au,2.1237675017715806e-09,
ofat_compare:L_Au:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,2.9509653748077024e-09,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.46024206076265933,0.047970797637391475,0.047970797637391475,1.4588964792528398e-09,1.4588964792528398e-09,1.942890293094024e-15,1.942890293094024e-15,5.908752715756429e-23,5.908752715756429e-23,True,brentq,15,1.0,0.8351263288848148,-0.3015567241845691,0.33684356071485133,-0.12161454768524389,3.7049881787034877,False,with_edl_FULL,0.0001,,,L_Au,2.9509653748077024e-09,
ofat_compare:L_Au:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,2.9509653748077024e-09,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.5304072691578149,0.03746064756341673,0.03746064756341673,1.1392599150405105e-09,1.1392599150405105e-09,1.2369272273105025e-13,1.2369272273105025e-13,3.761765211109789e-21,3.761765211109789e-21,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,L_Au,2.9509653748077024e-09,
ofat_compare:L_Au:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,4.100353092346435e-09,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4557262500840815,0.052992265314525354,0.052992265314525354,1.611610252541078e-09,1.611610252541078e-09,7.316369732279782e-14,7.316369732279782e-14,2.2250674512477066e-21,2.2250674512477066e-21,True,brentq,15,1.0,0.7980762809665575,-0.28820652479344844,0.3359949208906863,-0.1213100494307526,3.531964346102212,False,with_edl_FULL,0.0001,,,L_Au,4.100353092346435e-09,
ofat_compare:L_Au:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,4.100353092346435e-09,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.5206984842618655,0.04308544840451748,0.04308544840451748,1.310322364441686e-09,1.310322364441686e-09,2.2551405187698492e-15,2.2551405187698492e-15,6.858373687931569e-23,6.858373687931569e-23,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,L_Au,4.100353092346435e-09,
ofat_compare:L_Au:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,5.697422147154327e-09,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.45142638633197035,0.05838782626465156,0.05838782626465156,1.7757010173691706e-09,1.7757010173691706e-09,1.0830225605218402e-12,1.0830225605218402e-12,3.293707585268798e-20,3.293707585268798e-20,True,brentq,15,1.0,0.7514731608163566,-0.2714157986541945,0.3341965389874766,-0.12066361046371397,3.3661460513711834,False,with_edl_FULL,0.0001,,,L_Au,5.697422147154327e-09,
ofat_compare:L_Au:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,5.697422147154327e-09,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.5109896993661576,0.049554825796443026,0.049554825796443026,1.5070702269929938e-09,1.5070702269929938e-09,2.4693441735834654e-13,2.4693441735834654e-13,7.509813674843716e-21,7.509813674843716e-21,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,L_Au,5.697422147154327e-09,
ofat_compare:L_Au:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,7.916542403012688e-09,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.44735027901403723,0.06417752460010298,0.06417752460010298,1.9517783588670804e-09,1.9517783588670804e-09,7.788117373230818e-12,7.788117373230818e-12,2.368536187723927e-19,2.368536187723927e-19,True,brentq,15,1.0,0.6940803926999279,-0.2507400012514424,0.33117126320620743,-0.11957540299914018,3.206550861605537,False,with_edl_FULL,0.0001,,,L_Au,7.916542403012688e-09,
ofat_compare:L_Au:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,7.916542403012688e-09,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.5012809144705006,0.05699559481573809,0.05699559481573809,1.7333602254882836e-09,1.7333602254882836e-09,6.638370408929006e-13,6.638370408929006e-13,2.018873084156078e-20,2.018873084156078e-20,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,L_Au,7.916542403012688e-09,
ofat_compare:L_Au:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1000000000000008e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4434945442360358,0.07038215501102103,0.07038215501102103,2.140474688871354e-09,2.140474688871354e-09,3.060185438386043e-11,3.060185438386043e-11,9.30669069893117e-19,9.30669069893117e-19,True,brentq,15,1.0,0.6248610819651611,-0.2258064447072298,0.32671611748407875,-0.11797227973451425,3.0596557118175287,False,with_edl_FULL,0.0001,,,L_Au,1.1000000000000008e-08,
ofat_compare:L_Au:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1000000000000008e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4915721295774951,0.0655536121125999,0.0655536121125999,1.993628178465676e-09,1.993628178465676e-09,7.088760134443817e-12,7.088760134443817e-12,2.15584641318262e-19,2.15584641318262e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,L_Au,1.1000000000000008e-08,
ofat_compare:L_Au:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.5284450438104506e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.439784736518637,0.0770761444273417,0.0770761444273417,2.3440534924894514e-09,2.3440534924894514e-09,7.166991999874028e-11,7.166991999874028e-11,2.1796384280463787e-18,2.1796384280463787e-18,True,brentq,15,1.0,0.5446311602941524,-0.19690994976231072,0.32106820568425365,-0.11593959882666999,2.914170845340596,False,with_edl_FULL,0.0001,,,L_Au,1.5284450438104506e-08,
ofat_compare:L_Au:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.5284450438104506e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4818633446748299,0.07539663502229704,0.07539663502229704,2.292975952015498e-09,2.292975952015498e-09,-9.24722798334443e-12,-9.24722798334443e-12,-2.8122835166772346e-19,-2.8122835166772346e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,L_Au,1.5284450438104506e-08,
ofat_compare:L_Au:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,2.123767501771576e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.43605908761464734,0.08443083835648342,0.08443083835648342,2.5677257599450094e-09,2.5677257599450094e-09,-9.934059130856099e-11,-9.934059130856099e-11,-3.02116383393194e-18,-3.02116383393194e-18,True,brentq,15,1.0,0.456735690718139,-0.16525580359389555,0.31503137076208765,-0.11376682078387192,2.773389666275351,False,with_edl_FULL,0.0001,,,L_Au,2.123767501771576e-08,
ofat_compare:L_Au:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,2.123767501771576e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4721545597825999,0.08671761006969632,0.08671761006969632,2.6372714703682373e-09,2.6372714703682373e-09,1.061650767297806e-14,1.061650767297806e-14,3.228711305395477e-22,3.228711305395477e-22,True,brentq,13,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,L_Au,2.123767501771576e-08,
ofat_compare:L_Au:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,2.9509653748077022e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.43208706270417774,0.09278380901015189,0.09278380901015189,2.821757797728775e-09,2.821757797728775e-09,-9.069914264081547e-11,-9.069914264081547e-11,-2.75835855117818e-18,-2.75835855117818e-18,True,brentq,15,1.0,0.3670765047465802,-0.13296920326736622,0.3096386803426302,-0.11182585450573962,2.621123198704346,False,with_edl_FULL,0.0001,,,L_Au,2.9509653748077022e-08,
ofat_compare:L_Au:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,2.9509653748077022e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.46244577488674293,0.0997384550841682,0.0997384550841682,3.033263738249628e-09,3.033263738249628e-09,5.689893001203927e-16,5.689893001203927e-16,1.7304204381858114e-23,1.7304204381858114e-23,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,L_Au,2.9509653748077022e-08,
ofat_compare:L_Au:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,4.1003530923464347e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.42761479418771037,0.10269147519906359,0.10269147519906359,3.1230715142501185e-09,3.1230715142501185e-09,-9.314825299977514e-11,-9.314825299977514e-11,-2.8328413335366474e-18,-2.8328413335366474e-18,True,brentq,15,1.0,0.2832529974306311,-0.10278595642738607,0.3058027100763347,-0.11044524057269485,2.456488883830181,False,with_edl_FULL,0.0001,,,L_Au,4.1003530923464347e-08,
ofat_compare:L_Au:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,4.1003530923464347e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4527369899908985,0.11471440938678881,0.11471440938678881,3.488715139552045e-09,3.488715139552045e-09,3.5887959271008185e-14,3.5887959271008185e-14,1.0914310373532947e-21,1.0914310373532947e-21,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,L_Au,4.1003530923464347e-08,
ofat_compare:L_Au:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,5.697422147154338e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4224532694540906,0.1148886457573362,0.1148886457573362,3.4940140472223077e-09,3.4940140472223077e-09,-9.108583332029241e-11,-9.108583332029241e-11,-2.7701186572975967e-18,-2.7701186572975967e-18,True,brentq,15,1.0,0.21195824923660708,-0.07711528763002178,0.3040608769493474,-0.1098185768368848,2.266967114834907,False,with_edl_FULL,0.0001,,,L_Au,5.697422147154338e-08,
ofat_compare:L_Au:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,5.697422147154338e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.44302820509540924,0.13193903705391985,0.13193903705391985,4.0125535974815304e-09,4.0125535974815304e-09,1.6695256288556948e-12,1.6695256288556948e-12,5.0773912086494993e-20,5.0773912086494993e-20,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,L_Au,5.697422147154338e-08,
ofat_compare:L_Au:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,7.916542403012671e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.41657998895082,0.13018220095067826,0.13018220095067826,3.9591243836290245e-09,3.9591243836290245e-09,-7.441716687317523e-11,-7.441716687317523e-11,-2.263188191447175e-18,-2.263188191447175e-18,True,brentq,15,1.0,0.15597337258503616,-0.056957656326755424,0.3038924877084234,-0.10975844505674028,2.0514818358454896,False,with_edl_FULL,0.0001,,,L_Au,7.916542403012671e-08,
ofat_compare:L_Au:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,7.916542403012671e-08,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.43331942020808045,0.15174998149348898,0.15174998149348898,4.615047583761068e-09,4.615047583761068e-09,4.5749348753787444e-11,4.5749348753787444e-11,1.3913373784092896e-18,1.3913373784092896e-18,True,brentq,15,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,L_Au,7.916542403012671e-08,
ofat_compare:L_Au:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1000000000000009e-07,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.41010661777889146,0.14937182226875642,0.14937182226875642,4.5427225799891765e-09,4.5427225799891765e-09,-1.2923051517788053e-11,-1.2923051517788053e-11,-3.930181545659464e-19,-3.930181545659464e-19,True,brentq,15,1.0,0.11412871011328474,-0.04189128743596974,0.30405162758532245,-0.10981618137643244,1.815012710857891,False,with_edl_FULL,0.0001,,,L_Au,1.1000000000000009e-07,
ofat_compare:L_Au:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1000000000000009e-07,1e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.42361063530332893,0.17453558393071378,0.17453558393071378,5.3080074012024064e-09,5.3080074012024064e-09,1.4432899320127035e-15,1.4432899320127035e-15,4.389359160276204e-23,4.389359160276204e-23,True,brentq,16,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,L_Au,1.1000000000000009e-07,
ofat_compare:L_gap:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,0.0,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4914344328455448,0.06544347589700476,0.06544347589700476,1.9902786961747093e-09,1.9902786961747093e-09,6.7919836421737045e-12,6.7919836421737045e-12,2.0655902154494407e-19,2.0655902154494407e-19,True,brentq,12,1.0,0.0033373823919017357,-0.0015887660563911547,0.002209514347294373,-0.0009364196687590784,0.006572417916025114,True,with_edl_FULL,0.0001,,,L_gap,0.0,
ofat_compare:L_gap:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,0.0,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,0.06555361211259984,0.06555361211259984,1.993628178465674e-09,1.993628178465674e-09,7.0887740122316245e-12,7.0887740122316245e-12,2.1558506337202743e-19,2.1558506337202743e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,L_gap,0.0,
ofat_compare:L_gap:with_edl_FULL,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,7.142857142857142e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.4402319279992092,0.07096226136755704,0.07096226136755704,2.158116987161656e-09,2.158116987161656e-09,6.522560269672795e-16,6.522560269672795e-16,1.9836526974325153e-23,1.9836526974325153e-23,True,brentq,16,1.0,0.6986161966813095,-0.25242699543673847,0.3592705889580176,-0.12970749399064974,3.0148384075482255,False,with_edl_FULL,0.0001,,,L_gap,7.142857142857142e-08,
ofat_compare:L_gap:without_edl,8.314,96485.0,298.0,8.8541878128e-12,78.5,,0.1,3.041217889017721e-08,1.1e-08,7.142857142857142e-08,3.7e-08,1.0,0.00012,1.0,3.77e-05,0.005250617670899842,43.75514725749868,0.0016495690516077001,0.513,0.361,0.371,8.85e-05,0.0003878,0.5,0.37,-1.0,1.0,0.1,0.834,80,1200,1e-10,12,True,True,True,False,False,1.0,warn,True,False,False,15,25,25,BOTH,BOTH,BOTH,0.1,10000.0,0.1,10000.0,0.0,1e-06,FULL,0.49157212957749513,0.06555361211259984,0.06555361211259984,1.993628178465674e-09,1.993628178465674e-09,7.0887740122316245e-12,7.0887740122316245e-12,2.1558506337202743e-19,2.1558506337202743e-19,True,brentq,12,1.0,0.0,0.0,0.0,0.0,0.0,True,without_edl,0.0001,,,L_gap,7.142857142857142e-08,
